Ground state energy = 26989.37 cm^-1
Max intensity = 0.003227
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized intensity
  2576       9659.35       0.000000     0.025223     0.000636     0.197130
  2577       9664.02       0.000000     0.027543     0.000759     0.235060
  2578       9669.75       0.000000     0.022058     0.000487     0.150770
  2579       9675.03       0.000000     0.019726     0.000389     0.120566
  2580       9680.92       0.000000     0.020550     0.000422     0.130857
  2581       9686.28       0.000000     0.021905     0.000480     0.148675
  2582       9691.76       0.000000     0.021409     0.000458     0.142024
  2583       9697.16       0.000000     0.020959     0.000439     0.136111
  2584       9702.59       0.000000     0.018672     0.000349     0.108026
  2585       9708.42       0.000000     0.018301     0.000335     0.103782
  2586       9713.94       0.000000     0.017368     0.000302     0.093469
  2587       9719.71       0.000000     0.018477     0.000341     0.105785
  2588       9725.56       0.000000     0.021967     0.000483     0.149519
  2589       9730.51       0.000000     0.024755     0.000613     0.189888
  2590       9736.17       0.000000     0.021357     0.000456     0.141330
  2591       9741.92       0.000000     0.022284     0.000497     0.153863
  2592       9747.51       0.000000     0.027814     0.000774     0.239705
  2593       9752.74       0.000000     0.033500     0.001122     0.347748
  2594       9757.62       0.000000     0.033245     0.001105     0.342463
  2595       9763.30       0.000000     0.029200     0.000853     0.264205
  2596       9768.59       0.000000     0.034010     0.001157     0.358405
  2597       9774.01       0.000000     0.029515     0.000871     0.269935
  2598       9779.58       0.000000     0.026456     0.000700     0.216873
  2599       9785.12       0.000000     0.027980     0.000783     0.242575
  2600       9790.66       0.000000     0.028479     0.000811     0.251313
  2601       9796.05       0.000000     0.027618     0.000763     0.236349
  2602       9801.35       0.000000     0.028592     0.000818     0.253311
  2603       9807.02       0.000000     0.027624     0.000763     0.236457
  2604       9812.31       0.000000     0.031240     0.000976     0.302410
  2605       9817.43       0.000000     0.026164     0.000685     0.212108
  2606       9823.10       0.000000     0.021447     0.000460     0.142531
  2607       9828.84       0.000000     0.019923     0.000397     0.122985
  2608       9834.34       0.000000     0.019274     0.000371     0.115111
  2609       9840.12       0.000000     0.019741     0.000390     0.120758
  2610       9845.60       0.000000     0.018863     0.000356     0.110250
  2611       9851.44       0.000000     0.019296     0.000372     0.115369
  2612       9856.90       0.000000     0.020090     0.000404     0.125066
  2613       9862.57       0.000000     0.020664     0.000427     0.132306
  2614       9868.02       0.000000     0.020753     0.000431     0.133457
  2615       9873.84       0.000000     0.021755     0.000473     0.146649
  2616       9879.40       0.000000     0.022374     0.000501     0.155112
  2617       9885.09       0.000000     0.025206     0.000635     0.196865
  2618       9890.48       0.000000     0.029856     0.000891     0.276206
  2619       9895.74       0.000000     0.031240     0.000976     0.302399
  2620       9901.17       0.000000     0.034139     0.001165     0.361125
  2621       9906.29       0.000000     0.034004     0.001156     0.358284
  2622       9911.74       0.000000     0.028424     0.000808     0.250343
  2623       9917.20       0.000000     0.025503     0.000650     0.201527
  2624       9922.93       0.000000     0.022679     0.000514     0.159375
  2625       9928.70       0.000000     0.024248     0.000588     0.182189
  2626       9934.02       0.000000     0.023560     0.000555     0.171997
  2627       9939.67       0.000000     0.022523     0.000507     0.157180
  2628       9945.26       0.000000     0.021480     0.000461     0.142971
  2629       9951.13       0.000000     0.023167     0.000537     0.166298
  2630       9956.56       0.000000     0.025500     0.000650     0.201492
  2631       9962.19       0.000000     0.027604     0.000762     0.236106
  2632       9967.44       0.000000     0.027157     0.000738     0.228527
  2633       9972.98       0.000000     0.025932     0.000672     0.208365
  2634       9978.52       0.000000     0.025654     0.000658     0.203924
  2635       9984.11       0.000000     0.026475     0.000701     0.217192
  2636       9989.40       0.000000     0.025695     0.000660     0.204582
  2637       9995.08       0.000000     0.024189     0.000585     0.181295
  2638      10000.54       0.000000     0.024871     0.000619     0.191673
  2639      10006.16       0.000000     0.021794     0.000475     0.147181
  2640      10012.06       0.000000     0.022231     0.000494     0.153135
  2641      10017.26       0.000000     0.022885     0.000524     0.162279
  2642      10023.15       0.000000     0.022344     0.000499     0.154696
  2643      10028.78       0.000000     0.025663     0.000659     0.204063
  2644      10034.15       0.000000     0.025045     0.000627     0.194356
  2645      10039.51       0.000000     0.024755     0.000613     0.189878
  2646      10044.91       0.000000     0.022661     0.000514     0.159115
  2647      10050.50       0.000000     0.019975     0.000399     0.123629
  2648      10056.35       0.000000     0.018708     0.000350     0.108453
  2649      10062.03       0.000000     0.018479     0.000341     0.105814
  2650      10067.60       0.000000     0.018499     0.000342     0.106034
  2651      10073.52       0.000000     0.018628     0.000347     0.107521
  2652      10079.01       0.000000     0.019636     0.000386     0.119467
  2653      10084.87       0.000000     0.020794     0.000432     0.133984
  2654      10090.28       0.000000     0.021378     0.000457     0.141615
  2655      10095.75       0.000000     0.022835     0.000521     0.161568
  2656      10101.12       0.000000     0.021468     0.000461     0.142810
  2657      10106.98       0.000000     0.022512     0.000507     0.157028
  2658      10112.26       0.000000     0.022048     0.000486     0.150630
  2659      10117.84       0.000000     0.018622     0.000347     0.107452
  2660      10123.56       0.000000     0.018844     0.000355     0.110034
  2661      10129.21       0.000000     0.018195     0.000331     0.102578
  2662      10135.04       0.000000     0.017750     0.000315     0.097626
  2663      10140.52       0.000000     0.018832     0.000355     0.109889
  2664      10146.25       0.000000     0.019786     0.000391     0.121301
  2665      10151.44       0.000000     0.016978     0.000288     0.089317
  2666      10157.54       0.000000     0.015883     0.000252     0.078167
  2667      10163.22       0.000000     0.015530     0.000241     0.074735
  2668      10169.12       0.000000     0.016844     0.000284     0.087917
  2669      10174.92       0.000000     0.018441     0.000340     0.105370
  2670      10180.33       0.000000     0.017405     0.000303     0.093866
  2671      10186.18       0.000000     0.019428     0.000377     0.116959
  2672      10191.76       0.000000     0.019327     0.000374     0.115737
  2673      10197.52       0.000000     0.019902     0.000396     0.122730
  2674      10203.33       0.000000     0.022364     0.000500     0.154982
  2675      10208.87       0.000000     0.025900     0.000671     0.207856
  2676      10214.27       0.000000     0.027848     0.000776     0.240295
  2677      10219.94       0.000000     0.027905     0.000779     0.241281
  2678      10225.17       0.000000     0.027533     0.000758     0.234894
  2679      10231.35       0.000000     0.026943     0.000726     0.224939
  2680      10237.00       0.000000     0.029991     0.000899     0.278697
  2681      10242.83       0.000000     0.043779     0.001917     0.593887
  2682      10247.48       0.000000     0.053599     0.002873     0.890188
  2683      10252.68       0.000000     0.038327     0.001469     0.455171
  2684      10258.32       0.000000     0.032783     0.001075     0.333008
  2685      10264.21       0.000000     0.037415     0.001400     0.433773
  2686      10269.00       0.000000     0.035521     0.001262     0.390958
  2687      10274.84       0.000000     0.027338     0.000747     0.231583
  2688      10280.52       0.000000     0.024654     0.000608     0.188338
  2689      10286.15       0.000000     0.022998     0.000529     0.163880
  2690      10291.94       0.000000     0.020011     0.000400     0.124078
  2691      10297.69       0.000000     0.018471     0.000341     0.105722
  2692      10303.72       0.000000     0.017629     0.000311     0.096300
  2693      10309.55       0.000000     0.017919     0.000321     0.099491
  2694      10315.25       0.000000     0.018978     0.000360     0.111599
  2695      10320.96       0.000000     0.018883     0.000357     0.110490
  2696      10326.88       0.000000     0.019876     0.000395     0.122407
  2697      10332.50       0.000000     0.021585     0.000466     0.144361
  2698      10338.50       0.000000     0.025178     0.000634     0.196422
  2699      10343.64       0.000000     0.028794     0.000829     0.256893
  2700      10349.28       0.000000     0.026109     0.000682     0.211229
  2701      10354.71       0.000000     0.023124     0.000535     0.165694
  2702      10360.60       0.000000     0.021033     0.000442     0.137078
  2703      10366.43       0.000000     0.022926     0.000526     0.162867
  2704      10372.14       0.000000     0.023637     0.000559     0.173114
  2705      10377.89       0.000000     0.023878     0.000570     0.176663
  2706      10383.94       0.000000     0.026417     0.000698     0.216244
  2707      10389.34       0.000000     0.033199     0.001102     0.341511
  2708      10394.82       0.000000     0.035203     0.001239     0.383997
  2709      10400.31       0.000000     0.035694     0.001274     0.394790
  2710      10405.68       0.000000     0.035777     0.001280     0.396620
  2711      10411.31       0.000000     0.033112     0.001096     0.339739
  2712      10417.10       0.000000     0.033395     0.001115     0.345562
  2713      10422.52       0.000000     0.034242     0.001173     0.363320
  2714      10427.82       0.000000     0.031139     0.000970     0.300457
  2715      10433.70       0.000000     0.028268     0.000799     0.247607
  2716      10439.46       0.000000     0.027304     0.000745     0.230995
  2717      10445.09       0.000000     0.025134     0.000632     0.195747
  2718      10450.74       0.000000     0.023032     0.000530     0.164367
  2719      10456.55       0.000000     0.022597     0.000511     0.158222
  2720      10462.23       0.000000     0.022827     0.000521     0.161459
  2721      10467.95       0.000000     0.022239     0.000495     0.153247
  2722      10473.76       0.000000     0.020956     0.000439     0.136078
  2723      10479.46       0.000000     0.020218     0.000409     0.126656
  2724      10485.38       0.000000     0.022450     0.000504     0.156164
  2725      10490.84       0.000000     0.022198     0.000493     0.152679
  2726      10496.65       0.000000     0.020533     0.000422     0.130635
  2727      10502.38       0.000000     0.020642     0.000426     0.132026
  2728      10508.07       0.000000     0.018898     0.000357     0.110662
  2729      10513.98       0.000000     0.019249     0.000371     0.114811
  2730      10519.70       0.000000     0.019497     0.000380     0.117789
  2731      10525.66       0.000000     0.019839     0.000394     0.121952
  2732      10531.35       0.000000     0.021632     0.000468     0.144995
  2733      10537.16       0.000000     0.021956     0.000482     0.149370
  2734      10542.81       0.000000     0.022621     0.000512     0.158553
  2735      10548.85       0.000000     0.024587     0.000605     0.187317
  2736      10554.22       0.000000     0.029303     0.000859     0.266061
  2737      10559.76       0.000000     0.030257     0.000915     0.283670
  2738      10565.20       0.000000     0.030877     0.000953     0.295411
  2739      10570.69       0.000000     0.027845     0.000775     0.240254
  2740      10576.65       0.000000     0.025382     0.000644     0.199620
  2741      10582.20       0.000000     0.024562     0.000603     0.186939
  2742      10587.88       0.000000     0.023306     0.000543     0.168313
  2743      10593.43       0.000000     0.020808     0.000433     0.134158
  2744      10599.33       0.000000     0.017605     0.000310     0.096041
  2745      10605.50       0.000000     0.017446     0.000304     0.094304
  2746      10611.45       0.000000     0.019041     0.000363     0.112345
  2747      10617.07       0.000000     0.021127     0.000446     0.138304
  2748      10622.80       0.000000     0.022036     0.000486     0.150465
  2749      10628.44       0.000000     0.021556     0.000465     0.143981
  2750      10634.17       0.000000     0.020309     0.000412     0.127803
  2751      10640.03       0.000000     0.018903     0.000357     0.110715
  2752      10645.65       0.000000     0.019502     0.000380     0.117843
  2753      10651.55       0.000000     0.019586     0.000384     0.118866
  2754      10657.41       0.000000     0.019812     0.000392     0.121619
  2755      10663.06       0.000000     0.020991     0.000441     0.136525
  2756      10668.81       0.000000     0.020221     0.000409     0.126701
  2757      10674.57       0.000000     0.019071     0.000364     0.112699
  2758      10680.40       0.000000     0.019807     0.000392     0.121565
  2759      10686.31       0.000000     0.020187     0.000408     0.126277
  2760      10692.18       0.000000     0.022512     0.000507     0.157031
  2761      10697.60       0.000000     0.022258     0.000495     0.153515
  2762      10703.36       0.000000     0.020709     0.000429     0.132887
  2763      10709.17       0.000000     0.019014     0.000362     0.112023
  2764      10715.17       0.000000     0.019533     0.000382     0.118226
  2765      10720.92       0.000000     0.020079     0.000403     0.124924
  2766      10726.62       0.000000     0.018722     0.000351     0.108608
  2767      10732.74       0.000000     0.019044     0.000363     0.112373
  2768      10738.62       0.000000     0.019910     0.000396     0.122829
  2769      10744.55       0.000000     0.021447     0.000460     0.142529
  2770      10750.59       0.000000     0.026146     0.000684     0.211822
  2771      10756.09       0.000000     0.031225     0.000975     0.302115
  2772      10761.45       0.000000     0.029706     0.000882     0.273426
  2773      10767.68       0.000000     0.029470     0.000868     0.269097
  2774      10773.55       0.000000     0.038696     0.001497     0.463977
  2775      10778.83       0.000000     0.056809     0.003227     1.000000
  2776      10783.57       0.000000     0.047453     0.002252     0.697722
  2777      10789.64       0.000000     0.036013     0.001297     0.401875
  2778      10795.33       0.000000     0.038816     0.001507     0.466861
  2779      10800.58       0.000000     0.036731     0.001349     0.418061
  2780      10806.34       0.000000     0.026999     0.000729     0.225865
  2781      10812.32       0.000000     0.024176     0.000585     0.181113
  2782      10818.49       0.000000     0.022026     0.000485     0.150328
  2783      10824.46       0.000000     0.024369     0.000594     0.184008
  2784      10830.15       0.000000     0.024591     0.000605     0.187378
  2785      10836.03       0.000000     0.023305     0.000543     0.168294
  2786      10841.90       0.000000     0.024083     0.000580     0.179714
  2787      10847.79       0.000000     0.025834     0.000667     0.206799
  2788      10853.49       0.000000     0.030235     0.000914     0.283265
  2789      10858.82       0.000000     0.029657     0.000880     0.272534
  2790      10864.78       0.000000     0.023673     0.000560     0.173641
  2791      10870.69       0.000000     0.022631     0.000512     0.158703
  2792      10876.60       0.000000     0.023301     0.000543     0.168240
  2793      10882.27       0.000000     0.023641     0.000559     0.173173
  2794      10888.24       0.000000     0.022332     0.000499     0.154525
  2795      10894.00       0.000000     0.023423     0.000549     0.169993
  2796      10899.77       0.000000     0.025759     0.000664     0.205593
  2797      10905.38       0.000000     0.022255     0.000495     0.153474
  2798      10911.21       0.000000     0.021763     0.000474     0.146758
  2799      10916.99       0.000000     0.018925     0.000358     0.110975
  2800      10922.89       0.000000     0.018978     0.000360     0.111596
  2801      10928.58       0.000000     0.017999     0.000324     0.100381
  2802      10934.82       0.000000     0.017006     0.000289     0.089617
  2803      10940.67       0.000000     0.017144     0.000294     0.091071
  2804      10946.68       0.000000     0.015984     0.000255     0.079162
  2805      10952.86       0.000000     0.017348     0.000301     0.093251
  2806      10958.66       0.000000     0.017853     0.000319     0.098756
  2807      10964.53       0.000000     0.017899     0.000320     0.099268
  2808      10970.62       0.000000     0.019190     0.000368     0.114107
  2809      10976.65       0.000000     0.021613     0.000467     0.144748
  2810      10982.51       0.000000     0.026551     0.000705     0.218438
  2811      10988.02       0.000000     0.030255     0.000915     0.283640
  2812      10993.67       0.000000     0.030877     0.000953     0.295420
  2813      10999.17       0.000000     0.031191     0.000973     0.301456
  2814      11005.15       0.000000     0.029229     0.000854     0.264714
  2815      11010.70       0.000000     0.029536     0.000872     0.270314
  2816      11016.87       0.000000     0.028310     0.000801     0.248330
  2817      11022.59       0.000000     0.031076     0.000966     0.299230
  2818      11028.05       0.000000     0.032254     0.001040     0.322344
  2819      11033.95       0.000000     0.028784     0.000829     0.256732
  2820      11039.93       0.000000     0.028043     0.000786     0.243674
  2821      11045.76       0.000000     0.029653     0.000879     0.272449
  2822      11051.48       0.000000     0.029937     0.000896     0.277700
  2823      11057.28       0.000000     0.028887     0.000834     0.258573
  2824      11062.95       0.000000     0.027574     0.000760     0.235593
  2825      11068.79       0.000000     0.026660     0.000711     0.220227
  2826      11074.72       0.000000     0.025601     0.000655     0.203083
  2827      11080.61       0.000000     0.025712     0.000661     0.204857
  2828      11086.35       0.000000     0.023990     0.000576     0.178326
  2829      11092.21       0.000000     0.022575     0.000510     0.157913
  2830      11097.88       0.000000     0.021287     0.000453     0.140408
  2831      11104.18       0.000000     0.020276     0.000411     0.127394
  2832      11110.03       0.000000     0.022358     0.000500     0.154887
  2833      11115.76       0.000000     0.022095     0.000488     0.151276
  2834      11121.63       0.000000     0.019145     0.000367     0.113575
  2835      11127.90       0.000000     0.018792     0.000353     0.109425
  2836      11133.96       0.000000     0.020734     0.000430     0.133207
  2837      11139.75       0.000000     0.020362     0.000415     0.128472
  2838      11145.65       0.000000     0.021826     0.000476     0.147610
  2839      11151.53       0.000000     0.022811     0.000520     0.161230
  2840      11157.71       0.000000     0.024946     0.000622     0.192831
  2841      11163.16       0.000000     0.030123     0.000907     0.281163
  2842      11168.76       0.000000     0.026297     0.000692     0.214269
  2843      11174.71       0.000000     0.026240     0.000689     0.213343
  2844      11180.33       0.000000     0.024670     0.000609     0.188588
  2845      11186.58       0.000000     0.022888     0.000524     0.162323
  2846      11192.24       0.000000     0.023768     0.000565     0.175044
  2847      11198.13       0.000000     0.022968     0.000528     0.163462
  2848      11204.09       0.000000     0.022705     0.000516     0.159733
  2849      11209.95       0.000000     0.023412     0.000548     0.169839
  2850      11215.69       0.000000     0.023160     0.000536     0.166196
  2851      11221.64       0.000000     0.021181     0.000449     0.139009
  2852      11227.55       0.000000     0.019996     0.000400     0.123889
  2853      11233.35       0.000000     0.019795     0.000392     0.121410
  2854      11239.48       0.000000     0.017940     0.000322     0.099723
  2855      11245.56       0.000000     0.017087     0.000292     0.090470
  2856      11251.46       0.000000     0.017514     0.000307     0.095049
  2857      11257.54       0.000000     0.018396     0.000338     0.104862
  2858      11263.58       0.000000     0.018281     0.000334     0.103548
  2859      11269.68       0.000000     0.019605     0.000384     0.119099
  2860      11275.60       0.000000     0.021375     0.000457     0.141568
  2861      11281.31       0.000000     0.023293     0.000543     0.168115
  2862      11287.18       0.000000     0.021883     0.000479     0.148379
  2863      11293.16       0.000000     0.021609     0.000467     0.144682
  2864      11299.06       0.000000     0.022723     0.000516     0.159984
  2865      11304.88       0.000000     0.021624     0.000468     0.144884
  2866      11311.20       0.000000     0.023192     0.000538     0.166657
  2867      11316.89       0.000000     0.025357     0.000643     0.199226
  2868      11322.56       0.000000     0.026198     0.000686     0.212669
  2869      11328.57       0.000000     0.023964     0.000574     0.177944
  2870      11334.39       0.000000     0.021695     0.000471     0.145848
  2871      11340.47       0.000000     0.020790     0.000432     0.133927
  2872      11346.70       0.000000     0.021550     0.000464     0.143903
  2873      11352.92       0.000000     0.025214     0.000636     0.196986
  2874      11358.90       0.000000     0.030072     0.000904     0.280220
  2875      11364.58       0.000000     0.039065     0.001526     0.472868
  2876      11369.86       0.000000     0.041807     0.001748     0.541575
  2877      11375.56       0.000000     0.035848     0.001285     0.398184
  2878      11381.37       0.000000     0.035952     0.001293     0.400508
  2879      11387.07       0.000000     0.033656     0.001133     0.350982
  2880      11392.81       0.000000     0.029652     0.000879     0.272432
  2881      11398.79       0.000000     0.027924     0.000780     0.241620
  2882      11404.60       0.000000     0.024167     0.000584     0.180976
  2883      11410.70       0.000000     0.020960     0.000439     0.136133
  2884      11416.79       0.000000     0.019693     0.000388     0.120165
  2885      11422.86       0.000000     0.019510     0.000381     0.117943
  2886      11428.70       0.000000     0.018351     0.000337     0.104348
  2887      11434.91       0.000000     0.017525     0.000307     0.095167
  2888      11441.20       0.000000     0.016607     0.000276     0.085462
  2889      11447.31       0.000000     0.018202     0.000331     0.102660
  2890      11453.20       0.000000     0.019552     0.000382     0.118452
  2891      11459.15       0.000000     0.019992     0.000400     0.123839
  2892      11465.33       0.000000     0.019370     0.000375     0.116259
  2893      11471.11       0.000000     0.021720     0.000472     0.146173
  2894      11477.03       0.000000     0.020622     0.000425     0.131769
  2895      11483.09       0.000000     0.020112     0.000405     0.125339
  2896      11489.14       0.000000     0.021847     0.000477     0.147891
  2897      11494.96       0.000000     0.023736     0.000563     0.174575
  2898      11501.17       0.000000     0.022930     0.000526     0.162912
  2899      11507.02       0.000000     0.025029     0.000626     0.194116
  2900      11512.93       0.000000     0.024009     0.000576     0.178619
  2901      11519.21       0.000000     0.023021     0.000530     0.164218
  2902      11525.10       0.000000     0.025964     0.000674     0.208892
  2903      11531.13       0.000000     0.026452     0.000700     0.216810
  2904      11537.02       0.000000     0.028471     0.000811     0.251165
  2905      11542.94       0.000000     0.030833     0.000951     0.294571
  2906      11548.92       0.000000     0.033567     0.001127     0.349122
  2907      11554.57       0.000000     0.034020     0.001157     0.358626
  2908      11560.56       0.000000     0.034372     0.001181     0.366088
  2909      11566.40       0.000000     0.036119     0.001305     0.404229
  2910      11572.15       0.000000     0.035302     0.001246     0.386148
  2911      11577.99       0.000000     0.032783     0.001075     0.333006
  2912      11583.90       0.000000     0.032013     0.001025     0.317551
  2913      11589.72       0.000000     0.030363     0.000922     0.285656
  2914      11595.54       0.000000     0.026932     0.000725     0.224751
  2915      11601.99       0.000000     0.024272     0.000589     0.182544
  2916      11608.08       0.000000     0.025998     0.000676     0.209425
  2917      11614.06       0.000000     0.028794     0.000829     0.256909
  2918      11619.77       0.000000     0.028397     0.000806     0.249873
  2919      11625.68       0.000000     0.026704     0.000713     0.220964
  2920      11631.65       0.000000     0.023699     0.000562     0.174028
  2921      11637.89       0.000000     0.023830     0.000568     0.175952
  2922      11643.72       0.000000     0.023845     0.000569     0.176179
  2923      11650.02       0.000000     0.024688     0.000609     0.188851
  2924      11655.67       0.000000     0.024465     0.000599     0.185459
  2925      11661.64       0.000000     0.021127     0.000446     0.138299
  2926      11668.03       0.000000     0.020599     0.000424     0.131479
  2927      11674.27       0.000000     0.022584     0.000510     0.158038
  2928      11680.19       0.000000     0.027899     0.000778     0.241177
  2929      11685.93       0.000000     0.027779     0.000772     0.239116
  2930      11691.69       0.000000     0.028789     0.000829     0.256806
  2931      11697.36       0.000000     0.025038     0.000627     0.194254
  2932      11703.36       0.000000     0.021577     0.000466     0.144254
  2933      11709.66       0.000000     0.019085     0.000364     0.112862
  2934      11715.72       0.000000     0.019064     0.000363     0.112610
  2935      11721.82       0.000000     0.018284     0.000334     0.103591
  2936      11727.96       0.000000     0.018412     0.000339     0.105042
  2937      11733.84       0.000000     0.017496     0.000306     0.094849
  2938      11740.03       0.000000     0.017202     0.000296     0.091689
  2939      11746.31       0.000000     0.016950     0.000287     0.089021
  2940      11752.16       0.000000     0.017088     0.000292     0.090478
  2941      11758.35       0.000000     0.017831     0.000318     0.098513
  2942      11764.37       0.000000     0.017043     0.000290     0.090003
  2943      11770.65       0.000000     0.017072     0.000291     0.090310
  2944      11776.52       0.000000     0.018091     0.000327     0.101408
  2945      11782.69       0.000000     0.018054     0.000326     0.100995
  2946      11788.65       0.000000     0.019107     0.000365     0.113118
  2947      11794.62       0.000000     0.018214     0.000332     0.102794
  2948      11800.84       0.000000     0.017687     0.000313     0.096934
  2949      11807.03       0.000000     0.018180     0.000330     0.102406
  2950      11813.07       0.000000     0.018996     0.000361     0.111811
  2951      11819.15       0.000000     0.020220     0.000409     0.126684
  2952      11825.09       0.000000     0.021371     0.000457     0.141521
  2953      11831.20       0.000000     0.020876     0.000436     0.135043
  2954      11837.18       0.000000     0.021179     0.000449     0.138986
  2955      11843.33       0.000000     0.021938     0.000481     0.149127
  2956      11849.41       0.000000     0.024822     0.000616     0.190906
  2957      11855.22       0.000000     0.028697     0.000824     0.255176
  2958      11860.84       0.000000     0.026926     0.000725     0.224653
  2959      11866.77       0.000000     0.025419     0.000646     0.200212
  2960      11872.60       0.000000     0.021847     0.000477     0.147889
  2961      11878.80       0.000000     0.018401     0.000339     0.104917
  2962      11885.05       0.000000     0.016833     0.000283     0.087800
  2963      11891.22       0.000000     0.017709     0.000314     0.097178
  2964      11897.45       0.000000     0.016877     0.000285     0.088259
  2965      11903.60       0.000000     0.016846     0.000284     0.087939
  2966      11909.94       0.000000     0.017413     0.000303     0.093952
  2967      11916.00       0.000000     0.019066     0.000364     0.112639
  2968      11921.95       0.000000     0.020512     0.000421     0.130375
  2969      11927.61       0.000000     0.021157     0.000448     0.138699
  2970      11933.80       0.000000     0.018450     0.000340     0.105472
  2971      11939.78       0.000000     0.017681     0.000313     0.096867
  2972      11946.13       0.000000     0.017096     0.000292     0.090561
  2973      11952.16       0.000000     0.017059     0.000291     0.090173
  2974      11958.25       0.000000     0.015887     0.000252     0.078203
  2975      11964.65       0.000000     0.015374     0.000236     0.073234
  2976      11970.92       0.000000     0.016306     0.000266     0.082382
  2977      11977.09       0.000000     0.017031     0.000290     0.089872
  2978      11983.40       0.000000     0.018425     0.000339     0.105191
  2979      11989.54       0.000000     0.021003     0.000441     0.136682
  2980      11995.24       0.000000     0.021743     0.000473     0.146482
  2981      12001.58       0.000000     0.023041     0.000531     0.164506
  2982      12007.53       0.000000     0.025842     0.000668     0.206933
  2983      12013.36       0.000000     0.025769     0.000664     0.205758
  2984      12019.49       0.000000     0.026519     0.000703     0.217910
  2985      12025.54       0.000000     0.028085     0.000789     0.244408
  2986      12031.20       0.000000     0.030076     0.000905     0.280285
  2987      12036.97       0.000000     0.024843     0.000617     0.191234
  2988      12043.49       0.000000     0.021262     0.000452     0.140078
  2989      12049.89       0.000000     0.022757     0.000518     0.160470
  2990      12055.92       0.000000     0.025260     0.000638     0.197712
  2991      12061.86       0.000000     0.025107     0.000630     0.195328
  2992      12068.04       0.000000     0.023259     0.000541     0.167633
  2993      12074.26       0.000000     0.026275     0.000690     0.213922
  2994      12080.20       0.000000     0.027576     0.000760     0.235620
  2995      12086.05       0.000000     0.027504     0.000756     0.234401
  2996      12092.01       0.000000     0.026812     0.000719     0.222755
  2997      12097.99       0.000000     0.024353     0.000593     0.183762
  2998      12104.32       0.000000     0.022888     0.000524     0.162319
  2999      12110.49       0.000000     0.022227     0.000494     0.153080
  3000      12116.79       0.000000     0.022176     0.000492     0.152382
  3001      12122.95       0.000000     0.022831     0.000521     0.161509
  3002      12129.13       0.000000     0.023986     0.000575     0.178275
  3003      12135.13       0.000000     0.024689     0.000610     0.188867
  3004      12141.56       0.000000     0.024014     0.000577     0.178683
  3005      12147.71       0.000000     0.028381     0.000805     0.249583
  3006      12154.19       0.000000     0.035906     0.001289     0.399479
  3007      12158.69       0.000000     0.036757     0.001351     0.418637
  3008      12165.38       0.000000     0.028105     0.000790     0.244748
  3009      12171.72       0.000000     0.032541     0.001059     0.328117
  3010      12177.49       0.000000     0.034304     0.001177     0.364626
  3011      12183.33       0.000000     0.033385     0.001115     0.345351
  3012      12189.22       0.000000     0.030360     0.000922     0.285601
  3013      12195.22       0.000000     0.026146     0.000684     0.211827
  3014      12201.55       0.000000     0.022646     0.000513     0.158913
  3015      12207.93       0.000000     0.023208     0.000539     0.166887
  3016      12213.97       0.000000     0.023375     0.000546     0.169302
  3017      12220.33       0.000000     0.024282     0.000590     0.182697
  3018      12225.99       0.000000     0.024496     0.000600     0.185927
  3019      12232.25       0.000000     0.020654     0.000427     0.132187
  3020      12238.45       0.000000     0.020337     0.000414     0.128161
  3021      12244.69       0.000000     0.019144     0.000366     0.113555
  3022      12251.12       0.000000     0.018383     0.000338     0.104707
  3023      12257.22       0.000000     0.019737     0.000390     0.120706
  3024      12263.46       0.000000     0.020310     0.000413     0.127819
  3025      12269.59       0.000000     0.021314     0.000454     0.140762
  3026      12275.62       0.000000     0.022540     0.000508     0.157422
  3027      12281.69       0.000000     0.022407     0.000502     0.155574
  3028      12287.66       0.000000     0.020464     0.000419     0.129761
  3029      12293.88       0.000000     0.019674     0.000387     0.119938
  3030      12300.06       0.000000     0.017994     0.000324     0.100326
  3031      12306.28       0.000000     0.018018     0.000325     0.100597
  3032      12312.47       0.000000     0.016455     0.000271     0.083897
  3033      12318.91       0.000000     0.016765     0.000281     0.087093
  3034      12325.22       0.000000     0.017595     0.000310     0.095927
  3035      12331.40       0.000000     0.018903     0.000357     0.110722
  3036      12337.66       0.000000     0.019264     0.000371     0.114992
  3037      12343.98       0.000000     0.021327     0.000455     0.140933
  3038      12349.97       0.000000     0.026478     0.000701     0.217234
  3039      12355.50       0.000000     0.025223     0.000636     0.197133
  3040      12361.68       0.000000     0.021291     0.000453     0.140459
  3041      12367.85       0.000000     0.022045     0.000486     0.150587
  3042      12373.85       0.000000     0.019634     0.000385     0.119443
  3043      12380.15       0.000000     0.018000     0.000324     0.100397
  3044      12386.41       0.000000     0.017990     0.000324     0.100284
  3045      12392.74       0.000000     0.017392     0.000302     0.093727
  3046      12398.88       0.000000     0.017523     0.000307     0.095139
  3047      12405.03       0.000000     0.017894     0.000320     0.099217
  3048      12411.23       0.000000     0.016700     0.000279     0.086419
  3049      12417.48       0.000000     0.016711     0.000279     0.086535
  3050      12423.75       0.000000     0.016310     0.000266     0.082423
  3051      12429.94       0.000000     0.015656     0.000245     0.075951
  3052      12436.15       0.000000     0.015626     0.000244     0.075657
  3053      12442.57       0.000000     0.016194     0.000262     0.081257
  3054      12448.85       0.000000     0.016521     0.000273     0.084578
  3055      12455.01       0.000000     0.018100     0.000328     0.101508
