Ground state energy = 26989.37 cm^-1
Max intensity = 0.003227
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized intensity
  1209       3944.88       0.000000     0.008494     0.000072     0.022357
  1210       3947.84       0.000000     0.001635     0.000003     0.000828
  1211       3951.25       0.000000     0.005795     0.000034     0.010406
  1212       3952.51       0.000000     0.007462     0.000056     0.017253
  1213       3955.13       0.000000     0.002697     0.000007     0.002255
  1214       3959.93       0.000000     0.003920     0.000015     0.004762
  1215       3962.51       0.000000     0.003872     0.000015     0.004644
  1216       3963.77       0.000000     0.009261     0.000086     0.026573
  1217       3968.59       0.000000     0.004931     0.000024     0.007534
  1218       3969.63       0.000000     0.008432     0.000071     0.022029
  1219       3972.96       0.000000     0.005117     0.000026     0.008113
  1220       3975.18       0.000000     0.004614     0.000021     0.006596
  1221       3978.11       0.000000     0.002380     0.000006     0.001756
  1222       3981.85       0.000000     0.006440     0.000041     0.012852
  1223       3984.06       0.000000     0.006821     0.000047     0.014415
  1224       3985.89       0.000000     0.007422     0.000055     0.017070
  1225       3988.27       0.000000     0.016524     0.000273     0.084601
  1226       3991.94       0.000000     0.008526     0.000073     0.022527
  1227       3994.80       0.000000     0.002028     0.000004     0.001275
  1228       3997.97       0.000000     0.001646     0.000003     0.000839
  1229       4001.77       0.000000     0.008283     0.000069     0.021259
  1230       4003.10       0.000000     0.010939     0.000120     0.037079
  1231       4006.19       0.000000     0.006309     0.000040     0.012332
  1232       4008.60       0.000000     0.004545     0.000021     0.006402
  1233       4011.48       0.000000     0.007526     0.000057     0.017549
  1234       4015.02       0.000000     0.012699     0.000161     0.049967
  1235       4016.91       0.000000     0.009322     0.000087     0.026926
  1236       4021.18       0.000000     0.005641     0.000032     0.009860
  1237       4023.20       0.000000     0.004523     0.000020     0.006340
  1238       4026.09       0.000000     0.006056     0.000037     0.011365
  1239       4027.48       0.000000     0.006835     0.000047     0.014478
  1240       4031.82       0.000000     0.002995     0.000009     0.002779
  1241       4035.06       0.000000     0.005271     0.000028     0.008611
  1242       4037.49       0.000000     0.006785     0.000046     0.014267
  1243       4040.56       0.000000     0.012887     0.000166     0.051461
  1244       4041.85       0.000000     0.019622     0.000385     0.119300
  1245       4044.76       0.000000     0.006537     0.000043     0.013241
  1246       4047.82       0.000000     0.004366     0.000019     0.005905
  1247       4050.09       0.000000     0.006649     0.000044     0.013701
  1248       4054.57       0.000000     0.006398     0.000041     0.012684
  1249       4057.52       0.000000     0.013060     0.000171     0.052854
  1250       4059.72       0.000000     0.009032     0.000082     0.025279
  1251       4061.85       0.000000     0.007800     0.000061     0.018852
  1252       4065.65       0.000000     0.004101     0.000017     0.005210
  1253       4068.40       0.000000     0.011481     0.000132     0.040845
  1254       4070.83       0.000000     0.006386     0.000041     0.012637
  1255       4073.86       0.000000     0.015171     0.000230     0.071316
  1256       4075.96       0.000000     0.009779     0.000096     0.029630
  1257       4079.82       0.000000     0.012294     0.000151     0.046834
  1258       4082.58       0.000000     0.008848     0.000078     0.024256
  1259       4084.76       0.000000     0.016163     0.000261     0.080949
  1260       4087.56       0.000000     0.015532     0.000241     0.074749
  1261       4089.88       0.000000     0.011238     0.000126     0.039133
  1262       4092.43       0.000000     0.008119     0.000066     0.020427
  1263       4095.89       0.000000     0.004211     0.000018     0.005494
  1264       4097.95       0.000000     0.011891     0.000141     0.043810
  1265       4102.46       0.000000     0.005718     0.000033     0.010130
  1266       4104.12       0.000000     0.006039     0.000036     0.011300
  1267       4107.93       0.000000     0.003919     0.000015     0.004760
  1268       4111.03       0.000000     0.006596     0.000044     0.013481
  1269       4113.73       0.000000     0.005341     0.000029     0.008840
  1270       4116.50       0.000000     0.007175     0.000051     0.015950
  1271       4118.66       0.000000     0.006525     0.000043     0.013191
  1272       4122.17       0.000000     0.003499     0.000012     0.003793
  1273       4125.62       0.000000     0.004462     0.000020     0.006168
  1274       4128.02       0.000000     0.006943     0.000048     0.014937
  1275       4130.49       0.000000     0.006030     0.000036     0.011265
  1276       4133.20       0.000000     0.004631     0.000021     0.006644
  1277       4135.93       0.000000     0.001780     0.000003     0.000981
  1278       4140.32       0.000000     0.005278     0.000028     0.008632
  1279       4142.98       0.000000     0.003461     0.000012     0.003713
  1280       4146.52       0.000000     0.008830     0.000078     0.024162
  1281       4148.91       0.000000     0.009024     0.000081     0.025230
  1282       4151.15       0.000000     0.009353     0.000087     0.027105
  1283       4153.69       0.000000     0.010091     0.000102     0.031553
  1284       4157.02       0.000000     0.004403     0.000019     0.006007
  1285       4160.04       0.000000     0.005502     0.000030     0.009379
  1286       4162.10       0.000000     0.008121     0.000066     0.020438
  1287       4166.09       0.000000     0.004042     0.000016     0.005062
  1288       4168.85       0.000000     0.003180     0.000010     0.003133
  1289       4172.21       0.000000     0.003608     0.000013     0.004033
  1290       4175.59       0.000000     0.007365     0.000054     0.016807
  1291       4177.87       0.000000     0.007450     0.000055     0.017196
  1292       4181.07       0.000000     0.010124     0.000102     0.031758
  1293       4182.50       0.000000     0.012408     0.000154     0.047708
  1294       4185.94       0.000000     0.006680     0.000045     0.013827
  1295       4189.13       0.000000     0.002963     0.000009     0.002721
  1296       4192.78       0.000000     0.005169     0.000027     0.008279
  1297       4194.92       0.000000     0.003476     0.000012     0.003744
  1298       4197.50       0.000000     0.008003     0.000064     0.019844
  1299       4201.97       0.000000     0.007209     0.000052     0.016103
  1300       4205.53       0.000000     0.015591     0.000243     0.075325
  1301       4207.32       0.000000     0.012176     0.000148     0.045941
  1302       4209.85       0.000000     0.011282     0.000127     0.039443
  1303       4211.86       0.000000     0.012790     0.000164     0.050685
  1304       4215.70       0.000000     0.011582     0.000134     0.041567
  1305       4218.88       0.000000     0.004865     0.000024     0.007335
  1306       4222.22       0.000000     0.006732     0.000045     0.014041
  1307       4225.38       0.000000     0.005432     0.000030     0.009144
  1308       4227.72       0.000000     0.006166     0.000038     0.011780
  1309       4231.37       0.000000     0.007325     0.000054     0.016626
  1310       4233.59       0.000000     0.008659     0.000075     0.023233
  1311       4235.99       0.000000     0.006253     0.000039     0.012117
  1312       4240.75       0.000000     0.005838     0.000034     0.010560
  1313       4242.82       0.000000     0.004605     0.000021     0.006572
  1314       4246.35       0.000000     0.015963     0.000255     0.078953
  1315       4248.72       0.000000     0.017619     0.000310     0.096187
  1316       4250.46       0.000000     0.008162     0.000067     0.020643
  1317       4254.04       0.000000     0.004531     0.000021     0.006362
  1318       4259.03       0.000000     0.007587     0.000058     0.017835
  1319       4260.41       0.000000     0.019076     0.000364     0.112757
  1320       4263.34       0.000000     0.010463     0.000109     0.033919
  1321       4266.80       0.000000     0.017023     0.000290     0.089796
  1322       4269.32       0.000000     0.009652     0.000093     0.028868
  1323       4272.88       0.000000     0.010515     0.000111     0.034262
  1324       4274.68       0.000000     0.010647     0.000113     0.035128
  1325       4278.59       0.000000     0.005993     0.000036     0.011130
  1326       4281.33       0.000000     0.005244     0.000028     0.008522
  1327       4285.60       0.000000     0.010982     0.000121     0.037369
  1328       4287.48       0.000000     0.025938     0.000673     0.208460
  1329       4289.87       0.000000     0.014226     0.000202     0.062711
  1330       4293.05       0.000000     0.006973     0.000049     0.015064
  1331       4297.77       0.000000     0.012890     0.000166     0.051485
  1332       4300.09       0.000000     0.010069     0.000101     0.031418
  1333       4303.54       0.000000     0.008704     0.000076     0.023474
  1334       4305.58       0.000000     0.012406     0.000154     0.047689
  1335       4308.43       0.000000     0.011888     0.000141     0.043789
  1336       4311.66       0.000000     0.015284     0.000234     0.072381
  1337       4315.00       0.000000     0.011616     0.000135     0.041808
