time-step,nac01,nac02,nac03,nac12,nac13,nac23,energy0,energy1,energy2,energy3
25,0.586213,0.867958,0.204778,36.1566,1.49799,1.24208,0.0499751,0.223125,0.224757,0.286582
26,0.978306,0.565604,0.268448,15.8484,0.615745,1.87745,0.0615979,0.236754,0.239431,0.299571
27,0.488955,1.16578,0.298525,5.5334,2.0062,0.383221,0.052259,0.224931,0.228862,0.287523
28,0.51417,1.26969,0.268523,1.74683,2.08373,0.414941,0.0467192,0.211339,0.224562,0.278085
29,0.504427,1.32679,0.193856,1.52099,1.99644,0.381953,0.0600992,0.218951,0.23886,0.291731
30,0.537618,1.31842,0.165829,1.33544,1.84372,0.390969,0.0732294,0.226581,0.251632,0.306699
31,0.573856,1.24292,0.156225,1.21059,1.87975,0.350872,0.0755679,0.225785,0.252765,0.309092
32,0.615067,1.13798,0.155092,1.21703,2.04964,0.293331,0.0744682,0.225561,0.25023,0.306513
33,0.638843,1.06074,0.173997,1.37874,2.17014,0.34454,0.0733842,0.227128,0.247272,0.301907
34,0.608049,1.08493,0.194515,1.69699,2.01941,0.390956,0.0659193,0.221246,0.236904,0.290058
35,0.559577,1.22914,0.2122,2.60653,1.65276,0.382793,0.0574861,0.215578,0.225745,0.281664
36,0.475544,1.41811,0.236971,8.39517,1.46292,0.559062,0.0624971,0.228447,0.231404,0.294019
37,0.63327,1.44056,0.228605,19.6373,1.46406,0.805848,0.0603903,0.230738,0.23346,0.29791
38,0.508113,1.51775,0.229413,5.21951,1.65847,0.551054,0.0538933,0.221565,0.230231,0.292396
39,0.488232,1.52084,0.235324,2.28167,1.64643,0.470914,0.0625609,0.222892,0.241423,0.303299
40,0.425558,1.49536,0.212013,0.764243,1.54937,0.277779,0.0781769,0.225918,0.259072,0.320481
41,0.537095,1.39918,0.176531,0.329797,1.36268,0.239781,0.0972478,0.230234,0.280783,0.336728
42,0.721939,1.26115,0.143672,0.279651,1.13653,0.298182,0.115569,0.233886,0.303434,0.350245
43,0.882313,1.10909,0.13134,0.288922,0.968453,0.441488,0.133213,0.23946,0.325952,0.364215
44,0.997757,0.972645,0.13624,0.286524,0.89423,0.622331,0.147146,0.245547,0.343271,0.37649
45,1.07538,0.85672,0.137359,0.282416,0.862535,0.716108,0.149851,0.245757,0.347789,0.379813
46,1.07502,0.754149,0.139179,0.290082,0.82621,0.739512,0.139343,0.23862,0.338674,0.372022
47,0.989294,0.693169,0.147909,0.325748,0.778539,0.739871,0.124931,0.231944,0.325683,0.359661
48,0.883742,0.71976,0.14799,0.389527,0.783315,0.78232,0.114583,0.229551,0.315314,0.34732
49,0.805421,0.859195,0.143749,0.486095,0.985234,0.852382,0.106784,0.225824,0.303516,0.333127
50,0.763915,1.0949,0.162852,0.605236,1.37121,0.91483,0.104907,0.224414,0.294202,0.322422
51,0.756,1.34627,0.196492,0.668905,1.66428,0.954442,0.109291,0.227901,0.290486,0.317429
52,0.750331,1.52495,0.217853,0.610922,1.81126,0.997639,0.11303,0.231642,0.287814,0.313663
53,0.69871,1.59763,0.221732,0.488426,1.99111,1.08498,0.112785,0.234773,0.284056,0.309219
54,0.593083,1.55184,0.207032,0.476666,2.2755,1.17372,0.108277,0.23706,0.27929,0.304319
55,0.468164,1.40413,0.175363,0.626126,2.53349,1.17703,0.10036,0.235981,0.273324,0.298607
56,0.372835,1.21576,0.146879,0.696222,2.55617,1.14976,0.0938006,0.23272,0.269259,0.294821
57,0.329294,1.04322,0.136595,0.649753,2.3474,1.07209,0.0935547,0.232169,0.271378,0.297799
58,0.316194,0.934325,0.138353,0.587769,2.11645,0.891534,0.0941748,0.232228,0.274412,0.303677
59,0.319146,0.883932,0.137276,0.547777,1.95134,0.690916,0.0872471,0.227235,0.270071,0.303435
60,0.370045,0.893555,0.134263,0.521986,1.65821,0.520162,0.0752035,0.21939,0.260745,0.298929
61,0.463902,0.984538,0.14449,0.585417,1.20039,0.42128,0.0647616,0.213383,0.253447,0.296537
62,0.534379,1.07702,0.172589,0.748979,0.892664,0.448789,0.0658735,0.217614,0.257887,0.304601
63,0.564128,1.10104,0.19998,0.904002,0.850926,0.515784,0.0823543,0.234795,0.276375,0.325312
64,0.591764,1.13156,0.197005,0.990843,0.916691,0.531504,0.096031,0.246827,0.2898,0.339844
65,0.603555,1.20407,0.173159,0.966267,0.908129,0.464016,0.093171,0.241172,0.283837,0.333612
66,0.601474,1.27584,0.161648,0.917325,0.993521,0.396274,0.0850247,0.229981,0.270015,0.319769
67,0.649012,1.27102,0.182292,0.870996,1.36529,0.423504,0.0851912,0.226027,0.264051,0.314734
68,0.748854,1.24239,0.216119,0.814279,1.67807,0.469177,0.099699,0.234642,0.273418,0.323492
69,0.854491,1.26198,0.240275,0.740222,1.7228,0.501833,0.119119,0.246768,0.288307,0.336996
70,0.92777,1.30967,0.240087,0.672808,1.65635,0.49572,0.125749,0.247784,0.291276,0.339024
71,0.932065,1.36002,0.215144,0.663947,1.65456,0.470978,0.115348,0.236892,0.278912,0.325968
72,0.841708,1.46131,0.174091,0.729767,1.72257,0.466975,0.0959485,0.222213,0.259913,0.306065
73,0.694311,1.62132,0.12831,0.825306,1.75711,0.489613,0.0794501,0.211821,0.245962,0.291303
74,0.582257,1.77409,0.119314,0.838234,1.6861,0.498479,0.0773311,0.213509,0.247249,0.292712
75,0.561815,1.86324,0.151648,0.728044,1.50482,0.444662,0.0869691,0.224633,0.259563,0.306656
76,0.540125,1.87367,0.180697,0.579692,1.33571,0.345551,0.0866315,0.225543,0.260573,0.310587
77,0.440071,1.81807,0.191855,0.630577,1.23024,0.289059,0.0760414,0.217631,0.250803,0.30294
78,0.344753,1.73359,0.184684,0.819055,1.15361,0.356717,0.0719898,0.21532,0.247162,0.299494
79,0.297992,1.67627,0.162619,0.925087,1.12045,0.47349,0.0805009,0.222269,0.254803,0.305886
80,0.280344,1.68179,0.147221,0.831175,1.14601,0.512654,0.0956236,0.233368,0.267083,0.317231
81,0.274429,1.7305,0.139576,0.601041,1.2077,0.444919,0.106221,0.240287,0.273778,0.324812
82,0.287687,1.7721,0.134277,0.399813,1.27822,0.323652,0.11072,0.244627,0.275442,0.328924
83,0.308017,1.77247,0.129567,0.44447,1.32801,0.230203,0.106623,0.243414,0.270374,0.327343
84,0.304294,1.74545,0.125736,0.686694,1.32042,0.224913,0.0939995,0.233536,0.258184,0.3188
85,0.268234,1.71642,0.11983,0.852411,1.28393,0.251595,0.0852299,0.225796,0.250479,0.314439
86,0.225963,1.68828,0.112052,0.867783,1.25985,0.265487,0.0904443,0.230976,0.256564,0.324262
87,0.204737,1.63768,0.107506,0.715556,1.26042,0.268523,0.0947983,0.235064,0.261581,0.33251
88,0.21154,1.52418,0.108509,0.539043,1.27968,0.271862,0.0849181,0.226773,0.253429,0.324988
89,0.23926,1.34553,0.115336,0.519318,1.33386,0.281432,0.072617,0.219565,0.244644,0.314273
90,0.292216,1.15597,0.128414,0.606538,1.38537,0.292499,0.0667785,0.219824,0.24292,0.30979
91,0.357258,1.01369,0.146114,0.738491,1.40705,0.296645,0.0690369,0.225166,0.246984,0.312402
92,0.403784,0.927188,0.161194,0.834614,1.42181,0.289924,0.0748114,0.228749,0.250599,0.317104
93,0.404296,0.87454,0.168519,0.785411,1.44363,0.271521,0.0812065,0.22957,0.252723,0.32146
94,0.354682,0.828203,0.162196,0.670845,1.48417,0.272141,0.0862487,0.229795,0.254214,0.324016
95,0.289047,0.774582,0.143884,0.700539,1.58275,0.357662,0.0866534,0.228191,0.252612,0.321574
96,0.284989,0.742895,0.14511,1.20438,1.74608,0.563836,0.0866404,0.229042,0.251761,0.318787
97,0.361352,0.785098,0.175994,2.05873,1.96236,0.820614,0.0917846,0.236278,0.25621,0.321083
98,0.456221,0.902276,0.211385,2.26911,2.23781,0.889284,0.0940304,0.23924,0.257025,0.320238
99,0.52509,1.04014,0.233955,1.30437,2.49827,0.657631,0.0896674,0.233078,0.251907,0.313203
100,0.551742,1.16028,0.228138,0.730414,2.59114,0.461116,0.0877231,0.227577,0.251083,0.309283
101,0.527725,1.245,0.193881,0.640337,2.46497,0.422591,0.0926392,0.229154,0.257911,0.312993
102,0.473222,1.28188,0.153802,0.604665,2.26323,0.458334,0.10088,0.236391,0.267971,0.320764
103,0.41033,1.26078,0.127512,0.552372,2.12325,0.47605,0.0967725,0.233145,0.265372,0.316418
104,0.367159,1.19274,0.114351,0.436703,2.03151,0.429994,0.0819106,0.219522,0.25192,0.301499
105,0.354128,1.12604,0.112591,0.31369,1.94996,0.3445,0.0735579,0.211896,0.244921,0.293725
106,0.343292,1.11645,0.116727,0.268095,1.85721,0.269335,0.0751155,0.212826,0.247293,0.296277
107,0.324685,1.18078,0.123498,0.310446,1.70803,0.238749,0.0833478,0.220677,0.256033,0.305739
108,0.303517,1.29489,0.130054,0.389482,1.54494,0.241557,0.0916095,0.230714,0.264981,0.315455
109,0.272895,1.42759,0.13174,0.449936,1.43432,0.25103,0.0882805,0.231207,0.262313,0.313659
110,0.225078,1.54976,0.126288,0.498594,1.40286,0.260436,0.0731043,0.220729,0.247547,0.299863
111,0.179613,1.62882,0.114215,0.691265,1.45597,0.291127,0.0612556,0.213748,0.236529,0.289387
112,0.198491,1.61864,0.10386,1.10137,1.52698,0.366243,0.0603269,0.217143,0.237757,0.290623
113,0.267847,1.53658,0.115619,1.53403,1.5068,0.432593,0.0668607,0.227331,0.247342,0.300021
114,0.333585,1.45591,0.150961,1.83224,1.35144,0.444805,0.0698782,0.23305,0.252639,0.304714
115,0.381003,1.42462,0.175127,1.93659,1.14033,0.432808,0.0609441,0.225286,0.244136,0.294967
116,0.396414,1.44556,0.161609,1.65524,1.04052,0.448016,0.0525244,0.216012,0.23435,0.283534
117,0.387188,1.49166,0.137842,0.977013,1.10578,0.55767,0.0582281,0.216951,0.23756,0.285069
118,0.382212,1.52442,0.148256,0.780675,1.15561,0.740885,0.077876,0.227446,0.254618,0.300456
119,0.367935,1.52863,0.166364,0.757762,1.14983,0.839661,0.09908,0.239099,0.27382,0.318359
120,0.341176,1.51267,0.176729,0.628207,1.16773,0.815911,0.107158,0.240656,0.280606,0.324784
121,0.348711,1.49293,0.202329,0.555457,1.2435,0.728832,0.107108,0.239429,0.279872,0.324929
122,0.382188,1.50323,0.246671,0.648648,1.34317,0.612979,0.106508,0.242134,0.278695,0.325747
123,0.429593,1.5581,0.284185,0.863501,1.45592,0.50809,0.104239,0.243149,0.275591,0.324693
124,0.506357,1.64203,0.296794,1.16337,1.61517,0.452764,0.102185,0.242381,0.272308,0.322489
125,0.608244,1.73357,0.28889,1.47621,1.80442,0.475564,0.104339,0.245111,0.27269,0.323047
126,0.681077,1.79766,0.260672,1.73382,1.96385,0.524153,0.103239,0.245894,0.268902,0.319747
127,0.615242,1.81345,0.224498,1.88,1.99586,0.525453,0.0886181,0.234444,0.250903,0.303699
128,0.449108,1.76606,0.25173,2.28959,1.89109,0.571187,0.0747877,0.223285,0.234365,0.289593
129,0.398294,1.62663,0.285493,3.36202,1.79536,0.69969,0.0755786,0.22478,0.234639,0.29112
130,0.392643,1.45417,0.279499,2.61104,1.79436,0.652128,0.0848067,0.233216,0.245469,0.301377
131,0.391791,1.31512,0.24398,1.78745,1.83265,0.590071,0.0922315,0.238928,0.254889,0.308811
132,0.371772,1.23962,0.210466,1.52759,1.884,0.604042,0.0948439,0.239876,0.258118,0.310373
133,0.338278,1.21864,0.19209,1.60067,1.89072,0.658271,0.0923722,0.23672,0.254919,0.306387
134,0.309134,1.23762,0.180512,1.67183,1.80339,0.673287,0.0877608,0.232393,0.249854,0.300936
135,0.275811,1.28305,0.165017,1.45055,1.64893,0.594718,0.0857489,0.231061,0.248893,0.299806
136,0.221682,1.34044,0.145517,1.03393,1.53693,0.477969,0.0877436,0.233958,0.253167,0.303799
137,0.177397,1.38516,0.130267,0.699207,1.52586,0.369539,0.0873272,0.235127,0.255139,0.305802
138,0.165805,1.3951,0.124022,0.601958,1.63446,0.29898,0.0717063,0.221405,0.241472,0.292308
139,0.154241,1.36621,0.125985,0.630815,1.86207,0.299467,0.0491214,0.200624,0.221287,0.270833
140,0.183003,1.31152,0.129857,0.459084,2.17341,0.318696,0.0445506,0.196601,0.220236,0.266761
141,0.279434,1.24262,0.129552,0.321616,2.41216,0.332012,0.0605219,0.210488,0.240477,0.28364
142,0.372929,1.1738,0.127726,0.309023,2.48247,0.317013,0.0755949,0.221363,0.259147,0.30027
143,0.449913,1.12456,0.128734,0.305298,2.39758,0.301691,0.0799851,0.220974,0.265194,0.30683
144,0.510255,1.10662,0.134167,0.298133,2.20032,0.307523,0.084164,0.221134,0.268993,0.313396
145,0.549386,1.09504,0.143966,0.284656,1.94959,0.328143,0.091191,0.224976,0.274226,0.322292
146,0.563664,1.06522,0.161482,0.272167,1.69278,0.340359,0.0970021,0.228986,0.277796,0.329913
147,0.564816,1.03283,0.192028,0.310483,1.46349,0.330314,0.100285,0.233209,0.278808,0.336394
148,0.584159,1.0323,0.229415,0.454423,1.30898,0.333298,0.102803,0.240125,0.278763,0.34372
149,0.607501,1.08262,0.258083,0.690091,1.24254,0.355108,0.0967925,0.239273,0.269751,0.340782
150,0.604054,1.17458,0.260476,0.917468,1.22699,0.384839,0.082841,0.228036,0.253266,0.325952
151,0.584026,1.28427,0.236371,1.21184,1.25616,0.417806,0.0818279,0.227662,0.250885,0.32263
152,0.582154,1.37075,0.234016,1.48353,1.35471,0.452237,0.0917063,0.23664,0.259799,0.329997
153,0.59221,1.40625,0.283789,1.51809,1.50104,0.444074,0.0957696,0.238087,0.261523,0.33102
154,0.579534,1.38705,0.352861,1.33029,1.6663,0.382489,0.0969157,0.235546,0.259398,0.327884
155,0.566098,1.3228,0.389056,1.04458,1.83861,0.3439,0.103929,0.238837,0.264384,0.329139
156,0.583212,1.24061,0.375279,0.764053,1.96061,0.336379,0.11306,0.244205,0.27274,0.332278
157,0.589674,1.17135,0.322245,0.602581,1.97062,0.336455,0.117266,0.245756,0.276563,0.332207
158,0.546642,1.13268,0.249732,0.661474,1.87871,0.31467,0.113906,0.242842,0.273042,0.327783
159,0.473284,1.13738,0.178654,1.01818,1.74984,0.268489,0.104481,0.238,0.26405,0.320917
160,0.42392,1.17754,0.142848,1.95056,1.61809,0.267614,0.0912123,0.232367,0.252296,0.313329
161,0.47275,1.21748,0.169663,3.88553,1.47921,0.417363,0.0767834,0.225763,0.240582,0.305505
162,0.585383,1.23686,0.211986,6.04126,1.36132,0.591881,0.0669858,0.221553,0.233454,0.301062
163,0.552666,1.30921,0.212889,7.90028,1.37065,0.574258,0.0674075,0.224696,0.233915,0.304245
164,0.332196,1.45229,0.178465,6.48938,1.50128,0.337808,0.0754293,0.231082,0.239334,0.310732
165,0.286677,1.52384,0.147631,2.3787,1.62731,0.236051,0.078412,0.226817,0.239503,0.307384
166,0.345306,1.52648,0.128332,0.90973,1.772,0.277048,0.0770907,0.216985,0.237577,0.297914
167,0.436816,1.50403,0.120869,0.476828,1.87983,0.369211,0.0830415,0.216663,0.245606,0.298127
168,0.548663,1.49304,0.131066,0.389146,1.9444,0.457179,0.0931579,0.222703,0.259393,0.304456
169,0.644694,1.47425,0.144577,0.415685,1.98447,0.50261,0.101111,0.229633,0.271835,0.311037
170,0.677624,1.39465,0.148513,0.527352,2.0291,0.504959,0.102168,0.233056,0.27771,0.313779
171,0.635217,1.25432,0.153456,0.675348,2.09986,0.48065,0.0942866,0.229029,0.273913,0.308978
172,0.537534,1.11632,0.17283,0.798489,2.15547,0.494614,0.0830415,0.221133,0.265307,0.300742
173,0.412274,1.04126,0.197781,0.909726,2.15942,0.667186,0.0799895,0.220982,0.264043,0.301014
174,0.329707,1.01804,0.235458,1.08471,2.16387,0.902275,0.0863207,0.231383,0.271879,0.311142
175,0.357257,1.0256,0.257954,1.20379,2.21714,1.01214,0.0848459,0.235257,0.271443,0.312602
176,0.46125,1.0697,0.252584,1.06974,2.29695,0.948951,0.073242,0.229302,0.26083,0.302377
177,0.548894,1.13002,0.284965,0.883557,2.31624,0.95007,0.0657406,0.227222,0.255525,0.295439
178,0.555947,1.20236,0.298667,0.987346,2.22384,1.16304,0.0683179,0.233467,0.260563,0.297506
179,0.545118,1.31178,0.260461,1.0469,2.03489,1.27669,0.0718396,0.236849,0.264556,0.298361
180,0.527825,1.45238,0.208113,0.967839,1.78557,1.19309,0.0750888,0.235616,0.264778,0.296836
181,0.513213,1.54168,0.140764,0.850512,1.56385,1.15551,0.0801029,0.23448,0.265162,0.296077
182,0.517497,1.46534,0.0945731,0.748304,1.44738,1.15498,0.0816236,0.231361,0.264304,0.293856
183,0.492754,1.27488,0.129495,0.721249,1.47374,0.948971,0.0815412,0.230127,0.264908,0.294936
184,0.431258,1.12491,0.209273,0.757991,1.58906,0.69843,0.0860984,0.236649,0.271609,0.305408
185,0.396091,1.03868,0.287093,0.871848,1.73733,0.633288,0.0957698,0.249649,0.28367,0.322432
186,0.406684,1.00755,0.316585,1.0187,1.90289,0.626736,0.10167,0.258779,0.291604,0.334274
187,0.421653,1.0198,0.311889,1.03213,2.03524,0.570468,0.0938532,0.252704,0.284769,0.330113
188,0.453756,1.04583,0.29951,0.930092,2.09774,0.4754,0.0797099,0.238724,0.269754,0.317024
189,0.4977,1.07415,0.244531,0.826009,2.13915,0.396941,0.0711178,0.22861,0.257956,0.30535
190,0.486038,1.10797,0.183073,0.718524,2.17969,0.427659,0.0684256,0.221492,0.250238,0.295643
191,0.433623,1.13419,0.184865,0.681733,2.15557,0.502581,0.0708611,0.218557,0.247543,0.291374
192,0.389848,1.14305,0.191508,0.688146,2.08364,0.471135,0.0768023,0.222005,0.249593,0.294124
193,0.345653,1.14677,0.16122,0.661238,1.98815,0.343712,0.0721386,0.217497,0.242251,0.289935
194,0.294408,1.16973,0.133344,0.698558,1.91192,0.252156,0.0604398,0.209022,0.228586,0.281455
195,0.239197,1.2288,0.126717,0.767759,1.82132,0.241598,0.0584042,0.21016,0.225023,0.283331
196,0.19963,1.30797,0.126476,0.706778,1.6835,0.236323,0.067041,0.217426,0.232183,0.294019
197,0.203633,1.37395,0.12643,0.614954,1.55679,0.212074,0.0825555,0.227126,0.246168,0.308575
198,0.24753,1.40251,0.126442,0.616054,1.46409,0.193581,0.0965441,0.232799,0.25872,0.31936
199,0.326931,1.39597,0.125257,0.517379,1.39797,0.202348,0.103512,0.230503,0.264313,0.322715
200,0.454283,1.36129,0.12411,0.377479,1.38724,0.264135,0.110597,0.229317,0.270805,0.327001
201,0.612873,1.28814,0.120542,0.321699,1.44592,0.384748,0.119886,0.232589,0.281441,0.334844
202,0.727108,1.17928,0.116002,0.364018,1.51715,0.496258,0.126246,0.236493,0.291582,0.342953
203,0.730155,1.06328,0.127343,0.428793,1.58098,0.52715,0.124864,0.237387,0.295679,0.347079
204,0.63928,0.979823,0.144413,0.485455,1.63898,0.508097,0.113907,0.233153,0.290692,0.343871
205,0.519969,0.958883,0.173759,0.560882,1.68391,0.567868,0.0985651,0.227569,0.281498,0.336935
206,0.42158,0.983763,0.230794,0.718592,1.71482,0.710351,0.0894031,0.228961,0.278061,0.334869
207,0.381135,1.02848,0.257167,0.937964,1.72151,0.774602,0.0825053,0.229731,0.274044,0.331429
208,0.372882,1.09979,0.234855,1.0761,1.71379,0.795512,0.0704804,0.220975,0.260314,0.317944
209,0.466893,1.16975,0.255639,1.08048,1.72152,0.688128,0.0680099,0.21921,0.252572,0.311053
210,0.68369,1.17791,0.248908,0.99396,1.75426,0.540659,0.0750689,0.225839,0.254075,0.313428
211,0.863143,1.12143,0.21865,0.853611,1.8596,0.456125,0.0780989,0.227227,0.253108,0.310977
212,0.956149,1.03765,0.17643,0.735978,2.09061,0.393005,0.0795171,0.22697,0.252209,0.306893
213,1.00704,0.951771,0.143927,0.746601,2.30793,0.383454,0.0887509,0.23639,0.260847,0.313765
214,1.00313,0.899362,0.133633,0.842916,2.2065,0.403349,0.0991157,0.248484,0.272057,0.326067
215,0.9118,0.90278,0.134886,0.984064,1.682,0.372898,0.10015,0.25147,0.274635,0.331799
216,0.805141,0.945625,0.135924,1.20917,0.989187,0.298898,0.0942901,0.246356,0.270271,0.331018
217,0.749586,1.01272,0.143686,1.44716,0.653126,0.307549,0.0951074,0.247236,0.27244,0.337045
218,0.674611,1.07219,0.149062,1.4805,0.729953,0.354542,0.0994105,0.251747,0.277999,0.34652
219,0.555769,1.08991,0.133045,1.10781,0.762332,0.294364,0.0899181,0.240522,0.26951,0.340046
220,0.47347,1.07759,0.137097,0.78618,0.645638,0.223781,0.0803301,0.227369,0.260885,0.332109
221,0.428696,1.05818,0.143763,0.57845,0.590748,0.212664,0.0790585,0.221431,0.260498,0.330317
222,0.370666,1.05219,0.132884,0.399936,0.919783,0.218314,0.0793764,0.216253,0.261626,0.32619
223,0.313801,1.07332,0.113522,0.284654,1.43221,0.211233,0.0807865,0.212401,0.264092,0.320699
224,0.283727,1.12749,0.0954272,0.236814,1.79905,0.213272,0.0871113,0.213935,0.271437,0.320007
225,0.297039,1.21168,0.0876392,0.227251,1.91911,0.250407,0.0953792,0.217449,0.279457,0.321807
226,0.33796,1.30951,0.0907979,0.242356,1.88691,0.300727,0.101512,0.21976,0.283335,0.32244
227,0.373978,1.40087,0.0970725,0.271682,1.79678,0.321406,0.105183,0.222162,0.283338,0.322834
228,0.395437,1.47614,0.101981,0.308703,1.68362,0.29254,0.105782,0.224757,0.280017,0.323316
229,0.393078,1.54473,0.110206,0.360149,1.59954,0.2452,0.101063,0.224605,0.271891,0.319269
230,0.355728,1.63366,0.127221,0.465318,1.53832,0.211373,0.0936856,0.223447,0.261874,0.312535
231,0.304743,1.74399,0.155934,0.749054,1.48603,0.237245,0.0924958,0.229558,0.258893,0.313349
232,0.279655,1.83135,0.185926,1.30978,1.46811,0.33536,0.0928238,0.236851,0.258445,0.315724
233,0.296578,1.8652,0.191913,1.90754,1.49404,0.452711,0.0845879,0.233703,0.250338,0.307016
234,0.343333,1.8587,0.191028,1.96528,1.54967,0.496421,0.0805968,0.231113,0.246072,0.299867
235,0.467555,1.80986,0.222343,1.36496,1.6011,0.448914,0.0829884,0.230525,0.248009,0.298168
236,0.640515,1.72388,0.270736,1.09443,1.65677,0.391961,0.0889645,0.231054,0.253895,0.29985
237,0.796683,1.63329,0.30669,1.05738,1.75199,0.45241,0.0982455,0.235239,0.263984,0.305077
238,0.897029,1.56287,0.322213,1.03477,1.87669,0.60387,0.106473,0.240012,0.274388,0.310717
239,0.909068,1.52958,0.317694,0.999192,1.98077,0.757111,0.108796,0.240762,0.280385,0.313088
240,0.834417,1.53289,0.296555,0.948343,2.02199,0.861942,0.105719,0.237464,0.282045,0.312591
241,0.721103,1.54697,0.273941,0.862331,1.9928,0.994206,0.102908,0.234046,0.284179,0.312743
242,0.632401,1.54078,0.277277,0.749594,1.90078,1.3708,0.106274,0.23361,0.291664,0.316245
243,0.617142,1.49567,0.371888,0.702037,1.73762,2.7634,0.117243,0.234883,0.305008,0.322357
244,0.776107,1.22821,0.895061,1.07489,1.30439,8.83367,0.131508,0.231224,0.31755,0.327252
245,1.36687,0.478167,1.4491,1.43543,0.493344,2.51556,0.14787,0.220688,0.319106,0.337615
246,2.88786,0.189973,1.53762,1.38482,0.225174,0.631553,0.17289,0.215458,0.320562,0.35924
247,6.38261,0.322834,1.47207,1.30293,0.441056,0.411098,0.202946,0.222247,0.329788,0.387304
248,7.42994,0.960402,0.932803,0.911354,1.12032,0.484724,0.220738,0.232151,0.337338,0.405825
249,8.79685,1.2839,0.325331,0.431752,1.32271,0.51168,0.219418,0.232715,0.333461,0.405545
250,4.99177,1.29595,0.347389,0.724447,1.17305,0.45503,0.207368,0.227982,0.323777,0.395811
251,2.73244,1.22496,0.46358,1.05492,0.982589,0.403247,0.203586,0.231527,0.324404,0.393116
252,2.74716,1.10759,0.528748,1.10891,0.86318,0.506894,0.21163,0.240258,0.339252,0.396122
253,2.03649,0.999289,0.565184,0.958135,0.860336,0.988603,0.213394,0.243935,0.350652,0.390951
254,1.79098,0.843354,0.646568,0.850668,0.853149,2.51216,0.214807,0.247282,0.360476,0.384687
255,1.80413,0.648622,0.742388,0.851373,0.739025,7.84599,0.217861,0.253055,0.370443,0.382979
256,1.73083,0.511459,0.784085,0.873919,0.549145,15.1693,0.220683,0.260764,0.377495,0.386172
257,1.70871,0.518817,0.760237,0.77895,0.539481,10.4942,0.224662,0.269856,0.383061,0.393909
258,1.80838,0.559592,0.750282,0.688681,0.581758,6.10992,0.229704,0.277529,0.388585,0.404035
259,2.13955,0.62849,0.729637,0.673258,0.643503,3.99046,0.234976,0.281426,0.392777,0.413299
260,2.39505,0.719038,0.696656,0.780074,0.781801,3.4019,0.230967,0.275634,0.387658,0.410279
261,2.2553,0.819921,0.6675,0.983469,1.00862,3.50105,0.21933,0.262812,0.376239,0.397999
262,2.29491,0.929201,0.608561,1.11949,1.27767,3.66135,0.217261,0.258637,0.37512,0.396619
263,2.15726,1.04826,0.511868,1.10502,1.44824,3.06029,0.218461,0.259782,0.377712,0.40237
