time-step,nac01,nac02,nac03,nac12,nac13,nac23,energy0,energy1,energy2,energy3
527,0.554212,0.855878,0.177103,3.56584,0.932314,8.78059,0.164867,0.349077,0.366459,0.392154
528,0.664488,0.754825,0.271173,1.85138,1.01573,11.7763,0.175788,0.354639,0.381568,0.399842
529,0.754331,0.514336,0.362868,1.21214,0.904824,8.48973,0.163515,0.340503,0.368852,0.38793
530,0.761339,0.337678,0.307914,1.15624,0.648015,5.18703,0.1274,0.307549,0.329489,0.355333
531,0.781725,0.403568,0.267704,1.63657,0.55311,3.81575,0.100795,0.28672,0.301002,0.33394
532,0.941156,0.514878,0.286722,2.19162,0.696837,3.37466,0.109341,0.298451,0.309146,0.346482
533,1.24671,0.565755,0.311162,1.88963,0.695902,3.76193,0.136454,0.322828,0.33584,0.372146
534,1.64557,0.587372,0.391096,2.0178,0.750862,5.69269,0.142461,0.323254,0.34236,0.369954
535,2.03379,0.56914,0.411447,1.63333,0.886826,13.4334,0.119727,0.297253,0.324147,0.337805
536,2.30407,0.521802,0.442944,1.23469,0.787735,9.42445,0.102269,0.279588,0.311075,0.323373
537,2.45753,0.579966,0.51373,0.823635,0.563586,5.01591,0.116744,0.294975,0.330433,0.348792
538,2.52912,0.79263,0.579782,0.83821,0.43079,4.28035,0.145396,0.325,0.363248,0.386868
539,2.46617,0.785869,0.4999,1.71349,0.400675,3.45334,0.150488,0.334273,0.368733,0.401316
540,2.31864,0.866244,0.499508,3.68093,0.373022,2.02003,0.131335,0.319131,0.341225,0.389632
541,2.09017,1.00407,0.366759,6.94554,0.463849,1.39717,0.124351,0.313592,0.326272,0.387368
542,1.95668,0.919253,0.285764,6.46723,0.476415,1.31533,0.156009,0.344862,0.35735,0.42497
543,1.7187,0.785489,0.265456,4.67364,0.427003,1.36676,0.201667,0.39158,0.407818,0.480044
544,1.22806,0.641484,0.356428,4.22219,0.496993,1.51943,0.210225,0.404596,0.423241,0.495233
545,0.761847,0.551298,0.386528,4.79629,0.688098,1.92989,0.166723,0.370266,0.388297,0.453858
546,0.544544,0.443079,0.32689,5.35531,0.945346,2.3584,0.114947,0.330296,0.34673,0.408758
547,0.497967,0.432476,0.332168,6.03408,0.905545,2.58338,0.10606,0.334433,0.347899,0.407013
548,0.443359,0.336673,0.398799,4.34836,0.739224,3.35042,0.137461,0.37238,0.386395,0.434964
549,0.450348,0.31071,0.379358,2.45813,0.684488,5.86788,0.157967,0.390158,0.408426,0.439103
550,0.525242,0.310943,0.371566,1.81415,0.914118,13.5081,0.137251,0.360733,0.381253,0.394943
551,0.661411,0.391252,0.309394,1.54764,1.23477,30.3202,0.108822,0.318894,0.339545,0.34569
552,0.77916,0.406207,0.326296,2.88232,0.877796,6.69084,0.115409,0.312862,0.323772,0.349957
553,0.879731,0.384253,0.364893,4.89969,0.638022,3.79129,0.151584,0.342021,0.348221,0.388111
554,0.908597,0.302702,0.379995,3.18372,0.772658,3.19202,0.175342,0.363313,0.371517,0.411332
555,0.869786,0.232952,0.376305,2.43677,0.92457,3.83418,0.160642,0.347932,0.359191,0.390942
556,0.820267,0.230467,0.394836,2.14754,1.25404,8.69288,0.126218,0.313536,0.329734,0.34679
557,0.785818,0.417457,0.326458,3.32387,1.14643,8.66993,0.109708,0.299433,0.316134,0.329888
558,0.795852,0.485565,0.332774,5.67753,0.885826,3.43259,0.128057,0.320697,0.330432,0.362553
559,0.871922,0.464112,0.329368,5.25232,0.785329,3.57664,0.157661,0.352021,0.361779,0.401187
560,0.836015,0.653606,0.317998,14.4239,1.41733,2.48225,0.16466,0.359196,0.36509,0.414282
561,0.524419,0.990045,0.351381,6.70994,2.01284,0.890077,0.150122,0.340642,0.349716,0.405635
562,0.502137,0.964863,0.357328,5.76952,1.66461,0.733819,0.142232,0.336639,0.347752,0.406017
563,0.502888,0.777129,0.316299,10.078,1.10101,0.793931,0.15666,0.360954,0.369399,0.427319
564,0.402312,0.60821,0.257258,9.9336,1.85693,1.17012,0.172905,0.381468,0.389043,0.441511
565,0.316821,0.529673,0.195585,3.10743,4.22279,0.995857,0.155552,0.357808,0.371929,0.414849
566,0.265444,0.556041,0.161508,1.35082,3.31341,0.65351,0.111253,0.299031,0.324923,0.361349
567,0.235663,0.786349,0.147791,0.794164,2.13552,0.454683,0.0914959,0.265416,0.298026,0.336336
568,0.223386,1.3203,0.150192,0.799627,1.78066,0.44878,0.113009,0.28084,0.310803,0.351536
569,0.22586,2.05097,0.16587,1.13836,2.07553,0.46735,0.143801,0.307688,0.333797,0.375854
570,0.385335,2.42994,0.176917,1.13118,2.64783,0.548039,0.150204,0.309968,0.337081,0.378788
571,0.509869,1.98545,0.168097,0.75562,2.09678,0.577351,0.134375,0.290935,0.324532,0.365008
572,0.514719,1.1143,0.191967,0.842883,0.935199,0.376225,0.127628,0.281559,0.321392,0.3649
573,0.514674,0.57039,0.257637,1.24746,0.937325,0.332552,0.14838,0.30421,0.340236,0.395343
574,0.507011,0.41653,0.307526,2.14453,1.06393,0.346987,0.177036,0.340549,0.365814,0.437668
575,0.531464,0.406304,0.322685,3.05262,0.919597,0.32511,0.179803,0.35166,0.368898,0.454982
576,0.575669,0.4838,0.327127,3.17678,1.15559,0.37065,0.147376,0.325073,0.341473,0.431609
577,0.624014,0.663865,0.340931,2.6338,2.61621,0.558917,0.115582,0.298295,0.31913,0.405251
578,0.712149,0.92604,0.343413,2.55185,1.81035,0.546054,0.12125,0.303608,0.328033,0.415801
579,0.811221,1.10299,0.318172,3.80352,1.24102,0.507444,0.146864,0.328703,0.347586,0.433306
580,0.856582,1.07236,0.333649,5.42587,1.26101,0.671197,0.150483,0.331075,0.346215,0.418936
581,0.885746,1.03543,0.368492,7.21421,1.55185,0.935323,0.130848,0.309157,0.320858,0.383549
582,1.09806,0.635226,0.463568,12.7373,1.20063,1.63251,0.118493,0.297581,0.303815,0.364588
583,1.04055,0.50582,0.44981,2.18634,0.539471,1.77637,0.133014,0.310281,0.327734,0.381543
584,0.981551,0.668868,0.41568,1.44765,0.637723,2.07107,0.161233,0.337034,0.372348,0.416573
585,1.01723,0.574231,0.46052,1.01469,0.652487,2.88367,0.173141,0.348368,0.398838,0.436825
586,1.08918,0.598859,0.382831,0.904924,0.586074,2.84299,0.15874,0.334285,0.387535,0.428071
587,1.18228,0.740854,0.400056,1.24543,0.640527,2.3647,0.137327,0.315746,0.361319,0.406242
588,1.2534,0.867852,0.486819,1.79685,0.493418,2.80079,0.135443,0.320572,0.36203,0.404171
589,1.26216,0.69817,0.423282,2.33358,0.62162,2.58579,0.151663,0.343271,0.379992,0.425123
590,1.20976,0.628297,0.320301,3.57147,0.876649,2.19236,0.156121,0.351961,0.379597,0.429407
591,1.1285,0.605992,0.236404,4.90547,1.10502,3.27385,0.135235,0.335157,0.357043,0.403194
592,1.10427,0.558234,0.203711,5.61635,1.19747,4.45822,0.115271,0.31771,0.333269,0.378893
593,0.995778,0.622417,0.22433,3.8508,0.278519,3.4895,0.122268,0.324228,0.335513,0.384302
594,0.859401,0.584401,0.264967,3.56387,0.328107,2.09961,0.144738,0.348041,0.362022,0.411607
595,0.889628,0.427281,0.288923,2.54947,0.467386,2.28266,0.153412,0.361625,0.37765,0.421545
596,1.02349,0.325025,0.285206,2.15194,0.718666,3.14254,0.136841,0.3496,0.363304,0.398993
597,1.26659,0.318754,0.251516,2.1065,0.797482,2.96845,0.116072,0.330695,0.341961,0.373641
598,1.5115,0.401679,0.313834,2.94713,0.784747,2.53076,0.11944,0.333643,0.343595,0.378199
599,1.69842,0.532239,0.531477,2.9376,0.856528,2.56126,0.147227,0.359602,0.373104,0.410034
600,1.79092,0.617641,0.739711,2.01417,1.00972,3.12717,0.170478,0.380926,0.401937,0.434397
601,1.76343,0.5956,0.643729,1.69689,1.20507,5.05842,0.168254,0.37689,0.404848,0.425442
602,1.63523,0.751216,0.440445,1.84565,1.36094,12.3124,0.151814,0.359352,0.388999,0.398981
603,1.25579,0.627002,0.388884,2.24434,1.07635,11.8899,0.142239,0.352958,0.379696,0.389519
604,0.852811,0.637306,0.466427,2.46466,0.925517,7.29636,0.146019,0.36134,0.387528,0.404031
605,0.54305,0.635355,0.457557,2.86206,1.18305,5.47437,0.153488,0.369427,0.396521,0.422348
606,0.467394,0.701972,0.591617,2.76642,1.31835,4.34082,0.152274,0.364723,0.390744,0.422119
607,0.508081,0.81657,0.681453,4.00542,1.54828,3.22606,0.136852,0.351949,0.368809,0.405408
608,0.65756,0.600368,0.508483,6.22567,1.8018,3.30595,0.129364,0.357298,0.365006,0.399101
609,0.73821,0.288177,0.356426,3.74065,1.6963,5.52544,0.155034,0.391131,0.403349,0.425865
610,0.756498,0.456157,0.309348,2.51812,0.876197,13.3184,0.189318,0.422307,0.448213,0.4648
611,0.794978,0.360799,0.288315,2.16816,0.60569,6.67811,0.193392,0.417071,0.448572,0.479465
612,0.904902,0.307726,0.269718,2.07256,0.532112,4.23371,0.171193,0.381672,0.41157,0.455816
613,0.891009,0.369946,0.233837,1.58885,0.301939,3.44617,0.155629,0.350075,0.382163,0.431728
614,0.695266,0.45375,0.172905,1.29844,0.233648,3.33296,0.157587,0.342394,0.383194,0.430779
615,0.671276,0.548933,0.149914,1.08164,0.249916,4.53884,0.160384,0.342619,0.399579,0.434437
616,0.870807,0.539081,0.284191,0.877934,0.369146,6.28966,0.145994,0.327378,0.394919,0.416085
617,1.25556,0.50198,0.45579,0.920107,0.430893,4.11644,0.121146,0.299451,0.356798,0.389658
618,1.58508,0.638949,0.544446,1.29838,0.408041,2.64679,0.11226,0.287213,0.332441,0.378766
619,1.64552,0.729168,0.52768,1.77972,0.440331,2.29748,0.132516,0.309892,0.350165,0.399421
620,1.39207,0.618187,0.288297,2.40682,0.442916,2.39988,0.166639,0.351582,0.385474,0.435424
621,1.0781,0.498336,0.200018,4.13157,0.53874,2.42993,0.178936,0.374905,0.397574,0.453889
622,0.828569,0.602673,0.304122,7.47109,0.924465,2.29221,0.157611,0.364572,0.378248,0.44166
623,0.799384,0.94548,0.266366,12.8883,0.630709,0.997989,0.131822,0.343966,0.35182,0.430785
624,0.623906,1.22793,0.31746,8.11749,0.420017,0.780535,0.12959,0.334764,0.344278,0.429411
625,0.345527,0.958925,0.326036,3.05583,0.388846,0.974769,0.131904,0.333286,0.350823,0.432838
626,0.320146,0.75848,0.320615,2.57383,0.40307,1.09846,0.125192,0.322998,0.346715,0.424497
627,0.411013,0.676019,0.321206,3.94898,0.559819,1.67077,0.113859,0.306661,0.327319,0.404764
628,0.57079,0.578428,0.281787,5.71253,1.91239,2.58661,0.108803,0.301182,0.317336,0.387179
629,0.707772,0.882774,0.230211,3.9017,2.34347,1.44275,0.125305,0.313828,0.333304,0.398796
630,0.690548,1.47552,0.217541,3.92564,1.32374,0.718859,0.150452,0.337467,0.354846,0.430929
631,0.611695,1.89688,0.253683,5.41426,1.1637,0.592371,0.153326,0.340413,0.355503,0.436208
632,0.607319,1.96524,0.209001,3.78213,1.2691,0.525446,0.129609,0.313681,0.334183,0.409727
633,0.657742,1.7376,0.22127,2.27231,1.39967,0.4074,0.107425,0.290643,0.315942,0.384599
634,0.803915,1.22081,0.241297,1.30101,1.4222,0.395277,0.11003,0.292025,0.321027,0.391116
635,0.927106,0.719015,0.247226,1.91479,1.23592,0.507813,0.130542,0.314493,0.341164,0.418622
636,0.711002,0.52855,0.271437,4.72232,1.58732,1.03671,0.145869,0.338688,0.357217,0.433479
637,0.503381,0.514406,0.312657,8.49332,2.05387,2.75774,0.149973,0.351387,0.364583,0.43266
638,0.530835,0.484797,0.324583,9.95932,2.06948,3.1869,0.155713,0.36014,0.370842,0.440473
639,0.494547,0.754748,0.282397,8.82851,1.65454,0.896829,0.170952,0.373459,0.383675,0.462856
640,0.329385,1.02298,0.236054,4.94375,0.978096,0.41899,0.180818,0.384168,0.395485,0.478679
641,0.495691,1.21461,0.200098,11.8162,1.03899,0.715087,0.174269,0.375497,0.381278,0.466467
642,0.828434,1.18739,0.198261,23.169,1.1423,1.19972,0.15481,0.343913,0.347131,0.430526
643,0.348152,1.38545,0.214447,4.68175,1.50185,0.217643,0.137244,0.307986,0.315469,0.395126
644,0.386024,1.12469,0.21672,2.55648,0.900661,0.196762,0.130298,0.290027,0.303318,0.376715
645,0.402675,0.81556,0.190569,8.21698,1.78734,0.347081,0.13334,0.298995,0.306486,0.370547
646,0.669037,0.334521,0.145576,7.04798,1.3075,4.11554,0.138259,0.311343,0.319338,0.367107
647,0.657393,0.349604,0.126438,4.81661,0.529433,2.15902,0.138265,0.312067,0.323752,0.369471
648,0.668503,0.489261,0.147307,8.97914,0.642208,1.44691,0.135439,0.3095,0.319184,0.371627
649,0.554146,0.702814,0.170785,8.5824,1.36126,1.23494,0.137513,0.312198,0.323513,0.382061
650,0.52398,0.733649,0.201642,4.58404,1.37162,0.67225,0.147578,0.328047,0.343156,0.409927
651,0.506132,0.616867,0.23875,3.89892,1.18125,0.369342,0.155066,0.349673,0.363767,0.433922
652,0.515762,0.439931,0.266374,3.57275,1.2922,0.368576,0.144586,0.352292,0.364149,0.43209
653,0.522536,0.309377,0.277421,3.36195,2.75851,0.41146,0.126628,0.341804,0.354825,0.419327
654,0.494549,0.364284,0.277142,3.74427,3.91764,0.56384,0.121144,0.337195,0.350998,0.407239
655,0.488517,0.534099,0.253279,2.95315,1.34682,0.337199,0.116561,0.32321,0.342211,0.400649
656,0.4944,0.482884,0.228922,3.00012,1.75404,0.681002,0.105735,0.30553,0.327244,0.386863
657,0.50395,0.416598,0.206692,2.64275,1.71503,0.950867,0.101906,0.292707,0.320003,0.375675
658,0.572071,0.689673,0.272482,2.57525,2.02365,1.56825,0.115169,0.297773,0.325317,0.371426
659,1.04169,1.6977,0.342168,4.70733,1.79338,1.04727,0.140945,0.320679,0.3361,0.386945
660,1.42915,2.21888,0.546149,20.7157,1.41149,0.668018,0.15655,0.341217,0.344781,0.407835
661,1.30988,0.606106,0.613947,20.2602,0.762468,1.06574,0.153014,0.351116,0.353054,0.416462
662,0.512486,0.736451,0.543086,2.44119,1.29914,7.76196,0.155754,0.353094,0.379069,0.40965
663,0.433249,1.19891,0.215374,2.88373,1.07925,4.75648,0.157429,0.348102,0.381904,0.412404
664,0.581626,0.866227,0.357088,2.73461,0.940071,2.08815,0.146432,0.335987,0.367771,0.409943
665,0.644283,0.480063,0.665074,2.89357,1.16992,2.5457,0.135474,0.329867,0.361047,0.405196
666,0.632303,0.414586,0.445927,3.39604,2.10824,4.61788,0.123418,0.327291,0.358156,0.399801
667,0.612121,0.551659,0.40467,4.59423,2.43849,4.54422,0.117107,0.329514,0.354435,0.395344
668,0.690093,0.857031,0.45078,4.37338,1.76931,3.94964,0.124939,0.339722,0.360319,0.399044
669,0.743116,0.955686,0.487862,3.26325,1.24799,4.85972,0.148802,0.360743,0.385659,0.420679
670,0.841773,0.816725,0.420232,1.96221,0.994705,6.12119,0.178097,0.383317,0.422803,0.450676
671,0.903486,0.738766,0.347828,1.39479,0.826461,12.4603,0.194594,0.391445,0.446514,0.461744
672,0.922164,0.680358,0.351944,1.11116,0.678779,9.10777,0.191916,0.380033,0.441269,0.455324
673,0.922687,0.692615,0.500754,0.871988,0.64164,4.31577,0.176819,0.358745,0.417802,0.442442
674,0.922725,0.783042,0.803681,0.839337,0.622583,3.83432,0.159122,0.340829,0.403257,0.434964
675,0.9108,0.324887,0.497134,0.931787,0.5168,3.04301,0.153013,0.335022,0.403139,0.441242
676,0.981172,0.326573,0.478879,1.19299,0.570807,2.82718,0.148821,0.329892,0.394743,0.431088
677,1.04762,0.383239,0.4841,1.36971,0.602586,2.97396,0.128769,0.312957,0.364868,0.396652
678,1.12148,0.446659,0.493906,1.71514,0.528121,4.11671,0.113128,0.301205,0.342067,0.370993
679,1.13515,0.425651,0.329215,2.9508,0.933757,5.22606,0.117126,0.308385,0.338151,0.369063
680,1.15986,0.59428,0.199022,6.19277,1.65335,3.03566,0.145915,0.336547,0.35101,0.394428
681,1.47543,1.03981,0.376322,20.0983,4.01052,1.4068,0.174123,0.363902,0.366781,0.404201
682,1.21882,1.11533,0.560036,8.15124,1.95664,2.62117,0.171719,0.360276,0.370211,0.401903
683,0.871075,0.923345,0.380321,5.27912,1.65931,1.90347,0.145298,0.336773,0.352103,0.383923
684,0.811482,0.959994,0.31502,4.72922,1.62591,1.68358,0.123187,0.315024,0.332475,0.36428
685,0.970465,1.081,0.358384,5.45627,1.86869,1.72396,0.121433,0.309979,0.326803,0.35707
686,1.21051,1.22483,0.36185,5.85073,2.54933,2.46139,0.129275,0.311498,0.327974,0.352864
687,1.13897,1.30508,0.254703,4.39263,3.07656,3.29279,0.125531,0.301089,0.31914,0.340697
688,0.990237,1.45829,0.44045,2.32434,2.15668,1.33123,0.115524,0.27936,0.303114,0.331782
689,0.854623,1.58721,0.375893,1.23862,1.52995,0.719018,0.118044,0.271251,0.303285,0.342523
690,0.636035,1.53383,0.208174,0.67279,1.3404,0.563933,0.137507,0.292457,0.327205,0.373895
691,0.358281,1.29071,0.134921,0.495771,1.43877,0.450551,0.15589,0.3225,0.355024,0.405572
692,0.254229,1.03533,0.144043,0.590421,1.77255,0.356751,0.151347,0.32855,0.35951,0.41053
693,0.365336,0.826382,0.168927,0.796992,1.91266,0.34628,0.124607,0.305245,0.337657,0.38773
694,0.487682,0.720317,0.191611,1.04212,1.98707,0.423523,0.102271,0.279986,0.314329,0.36948
695,0.565391,0.691973,0.203713,1.38106,2.31062,0.572961,0.103119,0.279594,0.311276,0.374139
696,0.572101,0.65147,0.226681,1.81883,2.92947,0.747037,0.116988,0.296392,0.323369,0.388965
697,0.496864,0.580136,0.25507,1.84429,3.48245,0.830831,0.123755,0.306325,0.331192,0.394467
698,0.422362,0.596627,0.280324,1.73538,3.26618,0.666579,0.121578,0.304258,0.328347,0.389083
699,0.57292,0.790704,0.339692,2.91117,2.69083,0.520213,0.125755,0.30744,0.326522,0.387481
700,0.838467,1.06049,0.38394,11.6495,2.14984,1.38952,0.142925,0.326998,0.336249,0.399581
701,1.27282,0.841827,0.332462,2.86738,0.721402,2.33956,0.161882,0.33906,0.361956,0.424155
702,1.48338,0.701187,0.309289,1.82445,0.461587,2.39459,0.165685,0.335612,0.371448,0.430851
703,1.55998,0.742597,0.295484,2.10331,0.372453,1.97522,0.153965,0.320716,0.358384,0.422039
704,1.52466,0.866277,0.292073,2.90542,0.338457,1.41569,0.141783,0.311548,0.341519,0.416464
705,1.40154,0.939222,0.323629,3.98552,0.353256,1.11044,0.143959,0.322266,0.343779,0.42945
706,1.13829,0.88697,0.309447,4.67553,0.354074,1.1267,0.158219,0.346783,0.3659,0.455907
707,0.932016,0.831054,0.274084,6.68182,0.702285,1.4285,0.167144,0.365833,0.384087,0.476454
708,0.754375,0.853952,0.262175,7.48779,1.59015,1.99204,0.161817,0.3721,0.389907,0.479306
709,0.631766,0.832152,0.257285,7.83733,1.99288,1.84466,0.155252,0.376257,0.392082,0.481222
710,0.576198,0.77884,0.245267,8.0118,1.36301,1.20585,0.15853,0.385285,0.400777,0.495019
711,0.545617,0.699973,0.244006,7.72979,1.00312,1.17529,0.162723,0.393942,0.409218,0.504266
712,0.545348,0.668177,0.245362,5.41697,1.07306,1.7963,0.154938,0.383961,0.402823,0.491953
713,0.626327,0.684144,0.262983,3.55731,1.24449,2.78733,0.138336,0.354323,0.383145,0.45989
714,0.600296,0.645188,0.30286,2.56466,1.08381,3.53381,0.123758,0.326472,0.369268,0.426071
715,0.50363,0.626483,0.29492,1.92431,0.87101,3.93365,0.124066,0.320739,0.375585,0.411167
716,0.479233,0.626608,0.354537,1.57422,0.803527,6.92241,0.142096,0.335258,0.397426,0.41908
717,0.554317,0.610317,0.472169,1.53286,0.732447,10.279,0.16227,0.351149,0.41605,0.430092
718,0.891042,0.80213,0.323829,1.6115,0.762009,8.76347,0.169001,0.351056,0.411701,0.427586
719,1.53597,0.933406,0.195358,1.88099,0.666443,5.26865,0.162404,0.336728,0.385934,0.415274
720,2.19618,0.831268,0.197845,1.95041,0.432462,3.90165,0.153928,0.324018,0.361298,0.402762
721,2.15504,0.582327,0.183986,2.00048,0.325905,3.23054,0.149748,0.323352,0.347062,0.397516
722,1.35744,0.509245,0.191015,4.85698,0.653523,3.0746,0.143259,0.327759,0.335386,0.391223
723,0.414583,0.707604,0.226655,9.81935,2.89544,1.53057,0.126934,0.314792,0.323883,0.373585
724,0.511372,0.393238,0.227147,4.76838,3.06108,1.63984,0.105549,0.292987,0.312297,0.350361
725,0.459573,0.361311,0.225087,4.27278,3.41196,2.08215,0.0967367,0.289167,0.312027,0.343246
726,0.444456,0.445529,0.226673,4.40499,3.66737,2.05924,0.112077,0.311157,0.33219,0.363123
727,0.524717,0.590195,0.232017,3.52158,3.76195,1.47381,0.137274,0.340529,0.358496,0.391068
728,0.63067,0.729093,0.286594,4.19212,3.95068,1.86571,0.148798,0.35879,0.371708,0.399888
729,0.749655,0.782512,0.380407,10.5616,3.01969,4.86313,0.148087,0.363237,0.37445,0.395826
730,0.963596,0.721361,0.457746,4.03076,1.80395,9.03192,0.156597,0.366508,0.386961,0.400941
731,1.17928,0.741051,0.536149,1.69204,1.29256,15.217,0.179272,0.38018,0.410942,0.41949
732,1.29164,0.780804,0.57041,1.093,1.05511,18.1853,0.192764,0.38694,0.425721,0.431553
733,1.29146,0.610102,0.53366,0.973595,1.03569,27.9615,0.176419,0.367655,0.412299,0.415676
734,1.23704,0.481205,0.498856,1.03144,1.03618,51.2333,0.141461,0.33255,0.379111,0.38124
735,1.11858,0.475981,0.518861,1.03873,1.06591,12.5383,0.119795,0.313888,0.355817,0.3632
736,0.936455,0.468673,0.52299,1.17798,1.13546,5.89124,0.126445,0.328031,0.363243,0.379368
737,0.736102,0.445347,0.474475,1.67425,1.12082,3.6296,0.14491,0.355854,0.38404,0.411402
738,0.595966,0.423811,0.419281,2.01848,1.02714,3.21501,0.151374,0.365968,0.394114,0.426838
739,0.535717,0.428828,0.404137,1.96422,0.970798,3.60131,0.142116,0.352817,0.388586,0.41783
740,0.509042,0.463087,0.440197,1.97418,0.956799,4.5894,0.136393,0.33912,0.383218,0.407244
741,0.494567,0.412405,0.476911,1.98471,1.11538,9.1546,0.149566,0.344562,0.393733,0.40924
742,0.534807,0.331932,0.566486,2.10841,1.38354,22.7062,0.169432,0.355974,0.402869,0.410199
743,0.65607,0.477366,0.59837,1.89557,1.94067,17.9345,0.165443,0.341393,0.381817,0.386327
744,0.729037,0.919542,0.36916,2.46968,1.72013,4.42085,0.133009,0.300661,0.32984,0.344851
745,0.534069,1.31042,0.278091,2.72737,1.67101,1.46113,0.105352,0.266726,0.290291,0.317529
746,0.578148,1.49558,0.272874,1.80164,1.52906,0.710051,0.112376,0.264638,0.296132,0.329873
747,0.773348,1.5534,0.257007,0.936426,1.41128,0.668721,0.143655,0.287572,0.331512,0.367472
748,0.728814,1.56404,0.232065,0.457719,1.21413,0.646927,0.162714,0.301977,0.354921,0.392868
749,0.593729,1.49048,0.197857,0.272613,1.06141,0.560298,0.151396,0.291345,0.347544,0.387312
750,0.466884,1.37444,0.174852,0.253727,1.27243,0.486675,0.133255,0.276874,0.332259,0.372109
751,0.337154,1.27683,0.163913,0.28955,1.70169,0.422143,0.137883,0.289095,0.338625,0.379412
752,0.211743,1.18832,0.155738,0.356163,2.08854,0.363636,0.155697,0.315984,0.358401,0.401525
753,0.157042,1.11301,0.148283,0.446476,2.28226,0.354094,0.151544,0.317979,0.354672,0.399972
754,0.21722,1.07534,0.145012,0.525989,2.34757,0.373526,0.120406,0.287376,0.319059,0.366087
755,0.314335,1.05811,0.146747,0.77608,2.27155,0.434564,0.0944601,0.259098,0.284518,0.336843
756,0.367829,1.0354,0.153459,1.57917,2.10666,0.641983,0.0996741,0.263221,0.28338,0.339677
757,0.359428,0.985153,0.166034,2.85324,2.03042,1.01388,0.128966,0.295192,0.312952,0.366861
758,0.398022,0.899573,0.180398,4.24896,1.92626,1.49838,0.1529,0.324378,0.340487,0.392052
759,0.583178,0.754839,0.197099,5.20498,1.5352,1.99874,0.155775,0.330022,0.344929,0.396861
760,0.792949,0.616418,0.231113,4.04927,1.05359,2.31832,0.150824,0.323356,0.340128,0.392804
761,0.954186,0.652157,0.282375,3.10101,0.718571,2.38406,0.159765,0.331132,0.350102,0.405632
762,1.06644,0.67226,0.302537,2.79765,0.493741,2.31883,0.180916,0.353517,0.373499,0.431974
763,1.17005,0.549664,0.26626,2.63506,0.403938,2.32099,0.18634,0.36009,0.379442,0.437253
764,1.27601,0.420727,0.18906,1.9991,0.346296,2.73904,0.159249,0.333272,0.35243,0.403269
765,1.33771,0.457119,0.163323,1.49314,0.403767,3.64596,0.120717,0.294905,0.31276,0.355169
766,1.32179,0.605264,0.162267,1.61535,0.763898,3.97028,0.105054,0.280786,0.294561,0.336423
767,1.24858,0.698982,0.179865,2.12375,0.58397,2.95979,0.120443,0.29857,0.307561,0.358756
768,1.13893,0.740977,0.248247,3.19964,0.31156,2.4582,0.139506,0.321164,0.327402,0.383417
769,1.06865,0.67161,0.318975,2.6892,0.25786,2.78069,0.136081,0.323153,0.331812,0.380837
770,1.05354,0.547373,0.362632,1.60239,0.255121,4.56706,0.120584,0.313414,0.330203,0.363131
771,1.0744,0.448839,0.353263,1.37099,0.394424,9.91628,0.122415,0.321016,0.34545,0.36276
772,1.09546,0.375974,0.312411,1.55314,0.666854,16.9023,0.145401,0.352934,0.379939,0.391186
773,1.14782,0.261853,0.323995,1.23657,0.952812,15.5794,0.166997,0.381536,0.410748,0.420568
774,1.21898,0.223623,0.305406,1.20773,0.887241,5.12154,0.164826,0.382192,0.40609,0.42675
775,1.2511,0.324951,0.287776,1.96367,0.70341,2.9533,0.144884,0.362564,0.379628,0.414282
776,1.20965,0.581269,0.353583,2.82487,0.603627,2.50827,0.132619,0.348509,0.363105,0.406348
777,1.09002,0.563395,0.347335,2.59573,0.600383,2.26388,0.137221,0.351972,0.371105,0.415677
778,0.979027,0.534414,0.326457,2.23795,0.602645,2.35626,0.146628,0.357555,0.381684,0.424545
779,0.94243,0.527826,0.304302,2.05266,0.581306,2.44147,0.142339,0.346807,0.373678,0.417844
780,0.985359,0.577372,0.250101,1.94436,0.588162,2.90462,0.128506,0.328475,0.357222,0.40083
781,1.04467,0.603982,0.203933,1.68931,0.742583,6.38034,0.127115,0.328111,0.360454,0.396901
782,1.02667,0.577173,0.299813,1.4764,1.05044,9.97826,0.145149,0.352368,0.383849,0.416283
783,0.912233,0.531244,0.375778,1.94983,0.994118,3.94138,0.163543,0.378571,0.400413,0.443802
784,0.785052,0.558936,0.372821,3.10087,0.773369,1.78104,0.162897,0.381316,0.3959,0.447054
785,0.763774,0.604005,0.382089,3.54321,0.765094,2.00701,0.143894,0.361537,0.374904,0.423035
786,0.872407,0.680011,0.436037,3.62241,0.849196,2.34063,0.127042,0.341539,0.354631,0.398703
787,1.10106,0.810059,0.535739,3.75203,1.06849,2.5731,0.124254,0.332535,0.346429,0.386006
788,1.28168,0.783729,0.557983,2.68588,1.16404,3.48039,0.125669,0.325124,0.34531,0.373835
789,1.25869,0.66571,0.51305,1.8846,1.10571,6.22367,0.123115,0.312628,0.341247,0.359057
790,1.13236,0.621337,0.440776,1.65862,0.986428,7.2668,0.120872,0.302023,0.335704,0.352
791,0.989835,0.557253,0.380215,1.40989,1.02719,8.33134,0.129108,0.307546,0.344563,0.361325
792,0.832552,0.495979,0.338338,1.19281,1.14833,9.0999,0.152826,0.333679,0.371369,0.387271
793,0.70109,0.422774,0.319178,1.21784,1.22513,9.55336,0.178191,0.362642,0.397276,0.410969
794,0.657132,0.293125,0.281641,1.6686,1.16884,7.19463,0.185543,0.371548,0.400592,0.415273
